# Observation File: northHGUs.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [s]
# -----------------------------------------------------------------------------
# Observation Name: North Typical1 Reach Outflow [mol/h]
# Region: North_Typ1_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical2 Reach Outflow [mol/h]
# Region: North_Typ2_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Wet Reach Outflow [mol/h]
# Region: North_Wet_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical1 Reach Depth to Water [m]
# Region: North_Typ1_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical2 Reach Depth to Water [m]
# Region: North_Typ2_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Wet Reach Depth to Water [m] 
# Region: North_Wet_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical1 Reach Saturation
# Region: North_Typ1_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical2 Reach Saturation
# Region: North_Typ2_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Wet Reach Saturation
# Region: North_Wet_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical1 Reach Exfiltration [mol/h]
# Region: North_Typ1_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical2 Reach Exfiltration [mol/h]
# Region: North_Typ2_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Wet Reach Exfiltration [mol/h]
# Region: North_Wet_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical1 Reach Water Content [mol]
# Region: North_Typ1_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical2 Reach Water Content [mol]
# Region: North_Typ2_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Wet Reach Water Content [mol]
# Region: North_Wet_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# =============================================================================
"time [s]","North Typical1 Reach Outflow [mol/h]","North Typical2 Reach Outflow [mol/h]","North Wet Reach Outflow [mol/h]","North Typical1 Reach Depth to Water [m]","North Typical2 Reach Depth to Water [m]","North Wet Reach Depth to Water [m] ","North Typical1 Reach Saturation","North Typical2 Reach Saturation","North Wet Reach Saturation","North Typical1 Reach Exfiltration [mol/h]","North Typical2 Reach Exfiltration [mol/h]","North Wet Reach Exfiltration [mol/h]","North Typical1 Reach Water Content [mol]","North Typical2 Reach Water Content [mol]","North Wet Reach Water Content [mol]"
2.440800000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.832505991647e+00,1.861593757982e+00,1.515286443125e+00,9.882911082005e-01,9.882053333873e-01,9.918082868462e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.563289045938e+09,2.808209981892e+09,6.229672837995e+09
2.441160000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.832505991647e+00,1.864023319639e+00,1.516463109337e+00,9.882505901802e-01,9.881637747860e-01,9.917692787242e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562979747119e+09,2.808063442774e+09,6.229392991542e+09
2.441520000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.832811797975e+00,1.867111131622e+00,1.518401378533e+00,9.882129538129e-01,9.881250352221e-01,9.917331675212e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562692453441e+09,2.807926870871e+09,6.229133928971e+09
2.441880000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.833067164756e+00,1.867111131622e+00,1.524750832636e+00,9.881830687706e-01,9.880939373963e-01,9.917048419545e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562464383863e+09,2.807817309113e+09,6.228930748536e+09
2.442240000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.833067164756e+00,1.867111131622e+00,1.524750832636e+00,9.881646439446e-01,9.880741583167e-01,9.916880236805e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562323886681e+09,2.807747749505e+09,6.228810169285e+09
2.442600000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.836656858281e+00,1.867111131622e+00,1.524750832636e+00,9.881586664010e-01,9.880666811722e-01,9.916836994315e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562278511029e+09,2.807721662957e+09,6.228779277594e+09
2.442960000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.836656858281e+00,1.867111131622e+00,1.524750832636e+00,9.881647312715e-01,9.880711316699e-01,9.916914639262e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562325170276e+09,2.807737724760e+09,6.228835169790e+09
2.443320000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.836401491500e+00,1.867111131622e+00,1.524750832636e+00,9.881710104970e-01,9.880757708755e-01,9.916994334000e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562373477728e+09,2.807754446292e+09,6.228892529919e+09
2.443680000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.836095685173e+00,1.867111131622e+00,1.522812563440e+00,9.881772805928e-01,9.880804106548e-01,9.917073907222e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562421727958e+09,2.807771167326e+09,6.228949809510e+09
2.444040000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.836095685173e+00,1.867111131622e+00,1.522812563440e+00,9.881835413649e-01,9.880850487534e-01,9.917153349535e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562469917393e+09,2.807787879760e+09,6.229006999331e+09
2.444400000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.836095685173e+00,1.867111131622e+00,1.522812563440e+00,9.881897924310e-01,9.880896832158e-01,9.917232651581e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562518041600e+09,2.807804576599e+09,6.229064091770e+09
2.444760000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.836095685173e+00,1.867111131622e+00,1.522812563440e+00,9.881960334213e-01,9.880943123968e-01,9.917311804317e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562566096438e+09,2.807821252065e+09,6.229121079871e+09
2.445120000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.836095685173e+00,1.867111131622e+00,1.522812563440e+00,9.882022639553e-01,9.880989349644e-01,9.917390798604e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562614077937e+09,2.807837901534e+09,6.229177957039e+09
2.445480000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.836095685173e+00,1.867111131622e+00,1.522812563440e+00,9.882084836295e-01,9.881035498590e-01,9.917469625183e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562661982212e+09,2.807854521387e+09,6.229234716891e+09
2.445840000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.836095685173e+00,1.867111131622e+00,1.522812563440e+00,9.882146919342e-01,9.881081565733e-01,9.917548275578e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562709804661e+09,2.807871109758e+09,6.229291353431e+09
2.446200000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.836095685173e+00,1.867111131622e+00,1.522812563440e+00,9.882208882785e-01,9.881127545835e-01,9.917626743376e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562757540178e+09,2.807887664953e+09,6.229347862105e+09
2.446560000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.840285697425e+00,1.867111131622e+00,1.522812563440e+00,9.882270723808e-01,9.881173434009e-01,9.917705019609e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562805186136e+09,2.807904185446e+09,6.229404236634e+09
2.446920000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.840285697425e+00,1.867111131622e+00,1.522812563440e+00,9.882332440655e-01,9.881219226650e-01,9.917783093994e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562852740811e+09,2.807920670111e+09,6.229460469551e+09
2.447280000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.839927624485e+00,1.867111131622e+00,1.522812563440e+00,9.882394030081e-01,9.881264921182e-01,9.917860957969e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562900201235e+09,2.807937118153e+09,6.229516554690e+09
2.447640000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.839927624485e+00,1.867111131622e+00,1.522812563440e+00,9.882455488669e-01,9.881310515850e-01,9.917938604582e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562947564395e+09,2.807953529048e+09,6.229572487017e+09
2.448000000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.839927624485e+00,1.867111131622e+00,1.522812563440e+00,9.882516812609e-01,9.881356009497e-01,9.918016027553e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562994826986e+09,2.807969902459e+09,6.229628261922e+09
2.448360000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.839927624485e+00,1.867111131622e+00,1.522812563440e+00,9.882419088232e-01,9.881244476787e-01,9.917933748486e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562920539241e+09,2.807930785021e+09,6.229569400803e+09
2.448720000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.840613935074e+00,1.867111131622e+00,1.522812563440e+00,9.882211335099e-01,9.881024101840e-01,9.917740962740e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562762160806e+09,2.807853209098e+09,6.229431212330e+09
2.449080000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.840613935074e+00,1.867111131622e+00,1.522812563440e+00,9.881891490839e-01,9.880692872548e-01,9.917435632943e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562518108332e+09,2.807736464649e+09,6.229212226968e+09
2.449440000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.840613935074e+00,1.874845181128e+00,1.522812563440e+00,9.881496049284e-01,9.880286905594e-01,9.917054426134e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562216268257e+09,2.807593315972e+09,6.228938763107e+09
2.449800000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.841175108183e+00,1.874845181128e+00,1.529286817679e+00,9.881228666804e-01,9.880007561657e-01,9.916801802204e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562012279919e+09,2.807494923966e+09,6.228757597723e+09
2.450160000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.841175108183e+00,1.874845181128e+00,1.529286817679e+00,9.880994231283e-01,9.879760827097e-01,9.916582275342e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.561833454900e+09,2.807408056409e+09,6.228600179030e+09
2.450520000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.841175108183e+00,1.874845181128e+00,1.531232536547e+00,9.880681152750e-01,9.879436463428e-01,9.916283828503e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.561594520804e+09,2.807293757810e+09,6.228386096994e+09
2.450880000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.841175108183e+00,1.933859213542e+00,1.531232536547e+00,9.880630401559e-01,9.879371138931e-01,9.916248732896e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.561556057429e+09,2.807271007566e+09,6.228361069347e+09
2.451240000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.841175108183e+00,1.933859213542e+00,1.531232536547e+00,9.880642633025e-01,9.879367957022e-01,9.916276840896e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.561565722034e+09,2.807270209451e+09,6.228381403067e+09
2.451600000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.841175108183e+00,1.933859213542e+00,1.531232536547e+00,9.880692133592e-01,9.879401620793e-01,9.916342332798e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.561603875609e+09,2.807282428475e+09,6.228428577675e+09
2.451960000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.845167469436e+00,1.933859213542e+00,1.531232536547e+00,9.880754322745e-01,9.879447454853e-01,9.916420458046e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.561651735440e+09,2.807298942634e+09,6.228484820206e+09
2.452320000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.844912102655e+00,1.933859213542e+00,1.529294267350e+00,9.880816413480e-01,9.879493270063e-01,9.916498440731e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.561699529227e+09,2.807315447105e+09,6.228540964494e+09
2.452680000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.844912102655e+00,1.933859213542e+00,1.529294267350e+00,9.880878402066e-01,9.879539048674e-01,9.916576271480e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.561747253069e+09,2.807331935769e+09,6.228597002807e+09
2.453040000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.844606296327e+00,1.933859213542e+00,1.527348548483e+00,9.880940285080e-01,9.879584776185e-01,9.916653942918e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.561794903122e+09,2.807348403458e+09,6.228652928784e+09
2.453400000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.844606296327e+00,1.933859213542e+00,1.527348548483e+00,9.881002059093e-01,9.879630440340e-01,9.916731446541e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.561842475746e+09,2.807364845885e+09,6.228708736443e+09
2.453760000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.844606296327e+00,1.933859213542e+00,1.527348548483e+00,9.881063720721e-01,9.879676030954e-01,9.916808774583e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.561889967522e+09,2.807381259547e+09,6.228764420250e+09
2.454120000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.844606296327e+00,1.933859213542e+00,1.527348548483e+00,9.881125265733e-01,9.879721540027e-01,9.916885919478e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.561937374462e+09,2.807397641755e+09,6.228819974883e+09
2.454480000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.844606296327e+00,1.933859213542e+00,1.527348548483e+00,9.881186687706e-01,9.879766961334e-01,9.916962877462e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.561984691074e+09,2.807413990467e+09,6.228875397582e+09
2.454840000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.844606296327e+00,1.933859213542e+00,1.527348548483e+00,9.881247983787e-01,9.879812290119e-01,9.917039640896e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562031914716e+09,2.807430304153e+09,6.228930683009e+09
2.455200000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.844606296327e+00,1.933859213542e+00,1.527348548483e+00,9.881309151260e-01,9.879857522861e-01,9.917116202500e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562079042862e+09,2.807446581694e+09,6.228985825983e+09
2.455560000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.844606296327e+00,1.933859213542e+00,1.527348548483e+00,9.881370187329e-01,9.879902656886e-01,9.917192551700e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562126072973e+09,2.807462822259e+09,6.229040818689e+09
2.455920000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.844606296327e+00,1.933859213542e+00,1.527348548483e+00,9.881431089149e-01,9.879947690189e-01,9.917268682328e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562173002517e+09,2.807479025232e+09,6.229095656771e+09
2.456280000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.844606296327e+00,1.933859213542e+00,1.527348548483e+00,9.881491853899e-01,9.879992621615e-01,9.917344588834e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562219829017e+09,2.807495190282e+09,6.229150336183e+09
2.456640000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.844278058679e+00,1.933859213542e+00,1.527348548483e+00,9.881552478723e-01,9.880037450503e-01,9.917420266223e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562266549993e+09,2.807511317236e+09,6.229204853221e+09
2.457000000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.844606296327e+00,1.933859213542e+00,1.527348548483e+00,9.881453817553e-01,9.879926564937e-01,9.917336008487e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562191540085e+09,2.807472424267e+09,6.229144567594e+09
2.457360000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.844606296327e+00,1.933859213542e+00,1.527348548483e+00,9.881237110975e-01,9.879699875174e-01,9.917133200388e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.562026313599e+09,2.807392617019e+09,6.228999180902e+09
2.457720000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.844606296327e+00,1.933859213542e+00,1.527348548483e+00,9.880922682170e-01,9.879377310956e-01,9.916832274970e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.561786394329e+09,2.807278938400e+09,6.228783354137e+09
2.458080000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.845167469436e+00,1.933859213542e+00,1.531232536547e+00,9.880531996264e-01,9.878979956459e-01,9.916454813862e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.561488183324e+09,2.807138839082e+09,6.228512575877e+09
2.458440000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.845167469436e+00,1.933859213542e+00,1.531232536547e+00,9.880123741266e-01,9.878565406463e-01,9.916059760480e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.561176529724e+09,2.806992670268e+09,6.228229155661e+09
2.458800000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.845514089607e+00,1.933859213542e+00,1.535712597229e+00,9.879758070036e-01,9.878192608998e-01,9.915707506514e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.560897403220e+09,2.806861261269e+09,6.227976446054e+09
2.459160000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.845819895935e+00,1.933859213542e+00,1.535712597229e+00,9.879473059834e-01,9.877898880715e-01,9.915436279695e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.560679905007e+09,2.806757795488e+09,6.227781891862e+09
2.459520000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.845819895935e+00,1.933859213542e+00,1.537970529354e+00,9.879295518049e-01,9.877710403412e-01,9.915272970926e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.560544525928e+09,2.806691521441e+09,6.227664801119e+09
2.459880000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.845819895935e+00,1.933859213542e+00,1.539601428486e+00,9.879235155613e-01,9.877636534955e-01,9.915227292801e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.560498692563e+09,2.806665742167e+09,6.227632150150e+09
2.460240000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.845514089607e+00,1.933859213542e+00,1.539601428486e+00,9.879296671128e-01,9.877681574442e-01,9.915303861688e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.560546002007e+09,2.806681971244e+09,6.227687253257e+09
2.460600000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.845514089607e+00,1.933859213542e+00,1.537970529354e+00,9.879358536218e-01,9.877726894417e-01,9.915380798289e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.560593587130e+09,2.806698293819e+09,6.227742622032e+09
2.460960000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.845514089607e+00,1.933859213542e+00,1.535730355561e+00,9.879420316811e-01,9.877772215986e-01,9.915457620438e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.560641119242e+09,2.806714614178e+09,6.227797914962e+09
2.461320000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.845167469436e+00,1.933859213542e+00,1.535730355561e+00,9.879482009900e-01,9.877817519377e-01,9.915534319043e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.560688594294e+09,2.806730925157e+09,6.227853122927e+09
2.461680000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.845167469436e+00,1.933859213542e+00,1.533472423436e+00,9.879543612640e-01,9.877862787977e-01,9.915610884885e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.560736008516e+09,2.806747220818e+09,6.227908238278e+09
2.462040000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.845167469436e+00,1.933859213542e+00,1.533472423436e+00,9.879605122088e-01,9.877908007250e-01,9.915687309821e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.560783358428e+09,2.806763496064e+09,6.227963254452e+09
2.462400000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.845167469436e+00,1.933859213542e+00,1.533472423436e+00,9.879666534841e-01,9.877953164630e-01,9.915763584981e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.560830640518e+09,2.806779746556e+09,6.228018165124e+09
2.462760000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.845167469436e+00,1.933859213542e+00,1.533472423436e+00,9.879727847404e-01,9.877998249925e-01,9.915839701633e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.560877851322e+09,2.806795968845e+09,6.228072964194e+09
2.463120000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.844912102655e+00,1.933859213542e+00,1.531534154240e+00,9.879789056299e-01,9.878043255131e-01,9.915915651524e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.560924987520e+09,2.806812160270e+09,6.228127645811e+09
2.463480000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.844912102655e+00,1.933859213542e+00,1.531534154240e+00,9.879850158112e-01,9.878088174061e-01,9.915991426936e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.560972045909e+09,2.806828318820e+09,6.228182204523e+09
2.463840000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.844912102655e+00,1.933859213542e+00,1.529294267350e+00,9.879911146357e-01,9.878133002076e-01,9.916067022452e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.561019020957e+09,2.806844443036e+09,6.228236636533e+09
2.464200000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.844606296327e+00,1.933859213542e+00,1.529294267350e+00,9.879972015355e-01,9.878177736152e-01,9.916142432631e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.561065907830e+09,2.806860532000e+09,6.228290938121e+09
2.464560000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.844606296327e+00,1.933859213542e+00,1.529294267350e+00,9.880032762390e-01,9.878222374120e-01,9.916217650489e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.561112704135e+09,2.806876585014e+09,6.228345104265e+09
2.464920000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.844606296327e+00,1.933859213542e+00,1.529294267350e+00,9.880093384841e-01,9.878266914077e-01,9.916292669442e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.561159407498e+09,2.806892601544e+09,6.228399130212e+09
2.465280000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.844606296327e+00,1.933859213542e+00,1.529294267350e+00,9.880153879749e-01,9.878311354829e-01,9.916367483269e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.561206015313e+09,2.806908581255e+09,6.228453011417e+09
2.465640000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.844606296327e+00,1.933859213542e+00,1.529294267350e+00,9.880056577789e-01,9.878202832297e-01,9.916283862196e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.561132032932e+09,2.806870519203e+09,6.228393168568e+09
2.466000000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.844912102655e+00,1.933859213542e+00,1.529294267350e+00,9.879837783266e-01,9.877976029835e-01,9.916078232782e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.560965201817e+09,2.806790672272e+09,6.228245744669e+09
2.466360000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.845167469436e+00,1.933859213542e+00,1.533472423436e+00,9.879511876119e-01,9.877644921357e-01,9.915765060280e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.560716503996e+09,2.806673978626e+09,6.228021116175e+09
2.466720000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.845514089607e+00,1.943349306068e+00,1.537970529354e+00,9.879110774758e-01,9.877240584038e-01,9.915376415151e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.560410327858e+09,2.806531418844e+09,6.227742299641e+09
2.467080000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.845819895935e+00,1.943349306068e+00,1.539601428486e+00,9.878698437391e-01,9.876825308849e-01,9.914976531477e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.560095549221e+09,2.806385000819e+09,6.227455400706e+09
2.467440000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.846076354694e+00,1.943349306068e+00,1.539601428486e+00,9.878317365797e-01,9.876440470676e-01,9.914608086628e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.559804647584e+09,2.806249341987e+09,6.227191056152e+09
2.467800000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.847233035094e+00,1.943349306068e+00,1.539601428486e+00,9.878017273330e-01,9.876134404628e-01,9.914320990775e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.559575616918e+09,2.806141518536e+09,6.226985097603e+09
2.468160000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.847233035094e+00,1.943349306068e+00,1.539601428486e+00,9.877828545045e-01,9.875936521944e-01,9.914145725953e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.559431681175e+09,2.806071918624e+09,6.226859410269e+09
