# Observation File: northHGUs.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [s]
# -----------------------------------------------------------------------------
# Observation Name: North Typical1 Reach Outflow [mol/h]
# Region: North_Typ1_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical2 Reach Outflow [mol/h]
# Region: North_Typ2_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Wet Reach Outflow [mol/h]
# Region: North_Wet_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical1 Reach Depth to Water [m]
# Region: North_Typ1_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical2 Reach Depth to Water [m]
# Region: North_Typ2_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Wet Reach Depth to Water [m] 
# Region: North_Wet_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical1 Reach Saturation
# Region: North_Typ1_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical2 Reach Saturation
# Region: North_Typ2_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Wet Reach Saturation
# Region: North_Wet_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical1 Reach Exfiltration [mol/h]
# Region: North_Typ1_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical2 Reach Exfiltration [mol/h]
# Region: North_Typ2_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Wet Reach Exfiltration [mol/h]
# Region: North_Wet_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical1 Reach Water Content [mol]
# Region: North_Typ1_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical2 Reach Water Content [mol]
# Region: North_Typ2_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Wet Reach Water Content [mol]
# Region: North_Wet_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# =============================================================================
"time [s]","North Typical1 Reach Outflow [mol/h]","North Typical2 Reach Outflow [mol/h]","North Wet Reach Outflow [mol/h]","North Typical1 Reach Depth to Water [m]","North Typical2 Reach Depth to Water [m]","North Wet Reach Depth to Water [m] ","North Typical1 Reach Saturation","North Typical2 Reach Saturation","North Wet Reach Saturation","North Typical1 Reach Exfiltration [mol/h]","North Typical2 Reach Exfiltration [mol/h]","North Wet Reach Exfiltration [mol/h]","North Typical1 Reach Water Content [mol]","North Typical2 Reach Water Content [mol]","North Wet Reach Water Content [mol]"
5.056200000000e+07,9.657321429222e+04,-1.999521569800e+03,-8.901159440536e+04,1.093557128038e+00,9.941325144167e-01,8.264483228035e-01,9.952493522815e-01,9.957608198697e-01,9.970566145525e-01,5.712245844606e+03,-1.254128887012e+03,8.643115080233e+04,6.616510392436e+09,2.834806453583e+09,6.267596711881e+09
5.056560000000e+07,9.381994026358e+04,-1.850032728081e+03,-8.695822241528e+04,1.088583118081e+00,9.958448532451e-01,8.278795744235e-01,9.952496382631e-01,9.957612795296e-01,9.970475950721e-01,5.275161549035e+03,-1.450727156773e+03,8.461345304050e+04,6.616513107847e+09,2.834808435779e+09,6.267532034919e+09
5.056920000000e+07,9.149708564389e+04,-1.735403071515e+03,-8.518223105134e+04,1.090037381999e+00,9.958448532451e-01,8.282672282628e-01,9.952498398385e-01,9.957616372930e-01,9.970388811502e-01,4.937801193345e+03,-1.597164900713e+03,8.302012241588e+04,6.616515064776e+09,2.834810011782e+09,6.267469441785e+09
5.057280000000e+07,8.823187888204e+04,-1.519044259112e+03,-8.253897714131e+04,1.083180390160e+00,9.989316676783e-01,8.286901138850e-01,9.952495714653e-01,9.957615119373e-01,9.970300861063e-01,3.851033135672e+03,-1.922419164897e+03,8.033631902319e+04,6.616513321992e+09,2.834809823157e+09,6.267406118403e+09
5.057640000000e+07,8.388159973210e+04,-1.223411478042e+03,-7.921064303275e+04,1.085660453572e+00,1.000973486506e+00,8.290992047388e-01,9.952485950497e-01,9.957606605063e-01,9.970210104860e-01,2.335172669308e+03,-2.362876067356e+03,7.711873703726e+04,6.616506026159e+09,2.834806999791e+09,6.267340621306e+09
5.058000000000e+07,7.735773423127e+04,-7.158351620117e+02,-7.431431313428e+04,1.086369830516e+00,1.002514747760e+00,8.302966942731e-01,9.952463199784e-01,9.957585068103e-01,9.970111587653e-01,-3.349400326412e+02,-3.128813621649e+03,7.227017598566e+04,6.616488621803e+09,2.834799492116e+09,6.267269339044e+09
5.058360000000e+07,7.690790469509e+04,-9.840885211502e+02,-7.510821355712e+04,1.086369830516e+00,1.002514747760e+00,8.339438654560e-01,9.952454063734e-01,9.957575968497e-01,9.970027509727e-01,1.591196727996e+03,-2.645193635405e+03,7.449419289874e+04,6.616481679044e+09,2.834796381505e+09,6.267208521495e+09
5.058720000000e+07,7.294154489050e+04,-5.645176374394e+02,-7.159285825802e+04,1.084119298580e+00,1.002514747760e+00,8.388248762336e-01,9.952431735190e-01,9.957553580794e-01,9.969934967625e-01,-8.646192319954e+02,-3.305968855389e+03,6.999830847922e+04,6.616464482318e+09,2.834788493180e+09,6.267141411209e+09
5.059080000000e+07,6.685151842689e+05,-1.563021045402e+05,-6.733084346041e+05,1.060046007820e+00,9.610436842030e-01,8.029124846382e-01,9.954586595992e-01,9.959633191908e-01,9.971628897402e-01,-1.668206034847e+06,-7.484890743111e+05,-1.219234833454e+06,6.618130380927e+09,2.835531447555e+09,6.268380125156e+09
5.059440000000e+07,1.007418569971e+07,-2.765123360160e+06,-7.642998209919e+06,9.305482831377e-01,8.621228581563e-01,6.892135560230e-01,9.964915949741e-01,9.969282770916e-01,9.979466411962e-01,-8.035475312813e+06,-3.461051968428e+06,-5.762951214849e+06,6.626164508095e+09,2.838986835366e+09,6.274145793615e+09
5.059800000000e+07,3.569477514899e+06,-2.590074714568e+05,-1.243664210610e+06,9.505006882762e-01,8.885097237125e-01,6.969097243888e-01,9.964716208324e-01,9.969127612504e-01,9.979166052363e-01,1.344742910867e+05,5.319243064440e+04,2.005596124292e+05,6.626009333621e+09,2.838931076645e+09,6.273926914968e+09
5.060160000000e+07,3.041661657401e+06,-8.705090377995e+05,-2.324006130989e+06,8.765371217446e-01,8.092335574664e-01,6.353776556941e-01,9.967618071337e-01,9.971922887092e-01,9.981303963832e-01,-2.288761767816e+06,-1.009968798301e+06,-1.615431815172e+06,6.628272747820e+09,2.839934565038e+09,6.275506583768e+09
5.060520000000e+07,1.594783412766e+06,-1.682620241217e+05,-7.221909528387e+05,9.048959016979e-01,8.493405327721e-01,6.742722549083e-01,9.967373567557e-01,9.971716850197e-01,9.980953555240e-01,1.562142842890e+05,6.533109220397e+04,2.193032444838e+05,6.628082076934e+09,2.839861131182e+09,6.275250274121e+09
5.060880000000e+07,6.079644818517e+05,-6.166263966492e+04,-2.957782669613e+05,9.225650180232e-01,8.625339561892e-01,6.819877700842e-01,9.967145686032e-01,9.971534065709e-01,9.980629134478e-01,1.375823191811e+05,5.464485020747e+04,1.998519334492e+05,6.627906053560e+09,2.839796799939e+09,6.275014304190e+09
5.061240000000e+07,3.926418251990e+05,-4.921374935443e+04,-2.377216478884e+05,9.389760020457e-01,8.644534493667e-01,6.922099202486e-01,9.966931007319e-01,9.971363464834e-01,9.980326612785e-01,1.245224906658e+05,4.808940301645e+04,1.857864125634e+05,6.627740241129e+09,2.839736813106e+09,6.274794093898e+09
5.061600000000e+07,3.461343951074e+05,-4.432690994801e+04,-2.194272072962e+05,9.381684750275e-01,8.580901858266e-01,7.037548488505e-01,9.966727641469e-01,9.971200022938e-01,9.980046293670e-01,1.147306739581e+05,4.377634512602e+04,1.749100273360e+05,6.627583140443e+09,2.839679221698e+09,6.274589892132e+09
5.061960000000e+07,3.270441786317e+05,-4.162695950758e+04,-2.095350389398e+05,9.444607164905e-01,8.616951557407e-01,7.092762166697e-01,9.966531230989e-01,9.971040018068e-01,9.979780150484e-01,1.084961479131e+05,4.121654636289e+04,1.682135243543e+05,6.627431232855e+09,2.839622703620e+09,6.274395923902e+09
5.062320000000e+07,6.717413174753e+05,-1.711847621925e+05,-5.564982049981e+05,9.267588071768e-01,8.415246248606e-01,6.928766844500e-01,9.967355980746e-01,9.971837416796e-01,9.980358987311e-01,-6.856986143164e+05,-3.041670979070e+05,-4.499566330615e+05,6.628071649168e+09,2.839908961087e+09,6.274821384321e+09
5.062680000000e+07,7.052312604095e+05,-8.804127005902e+04,-3.973079161855e+05,9.371187745071e-01,8.539278739022e-01,7.054997135067e-01,9.967139980938e-01,9.971644604651e-01,9.980077056034e-01,1.210457330849e+05,5.026586039544e+04,1.816696351041e+05,6.627904723520e+09,2.839840470750e+09,6.274615778564e+09
5.063040000000e+07,4.149000986584e+05,-4.785300769077e+04,-2.324550672925e+05,9.449043779356e-01,8.580901858266e-01,7.087828736957e-01,9.966937119890e-01,9.971467676478e-01,9.979814061062e-01,1.120227396817e+05,4.509417350181e+04,1.708257575831e+05,6.627747824531e+09,2.839777648509e+09,6.274424154849e+09
5.063400000000e+07,3.306315597843e+05,-4.237717977243e+04,-2.067604206015e+05,9.517239237889e-01,8.621018760387e-01,7.152984032205e-01,9.966744324367e-01,9.971300528432e-01,9.979566016414e-01,1.054449647183e+05,4.179799791098e+04,1.634351094393e+05,6.627598528885e+09,2.839718240056e+09,6.274243305421e+09
5.063760000000e+07,3.059322503075e+05,-3.982226215126e+04,-1.971137433241e+05,9.542843981240e-01,8.775176416932e-01,7.190472604094e-01,9.966560692377e-01,9.971140995363e-01,9.979330434731e-01,1.002768888895e+05,3.947601539439e+04,1.577448543929e+05,6.627456236691e+09,2.839661501443e+09,6.274071435416e+09
5.064120000000e+07,2.903799536814e+05,-3.752870449009e+04,-1.889069605377e+05,9.598088218914e-01,8.775176416932e-01,7.220101872435e-01,9.966388144362e-01,9.970988589190e-01,9.979107768493e-01,9.509642172269e+04,3.726129138233e+04,1.521692909621e+05,6.627322475221e+09,2.839607247775e+09,6.273908863012e+09
5.064480000000e+07,2.807454910562e+05,-3.599834861151e+04,-1.835052470012e+05,9.609187860504e-01,8.775176416932e-01,7.234615649733e-01,9.966221998819e-01,9.970840836136e-01,9.978894169043e-01,9.156324224988e+04,3.576398056936e+04,1.484025868204e+05,6.627193586040e+09,2.839554616696e+09,6.273752840796e+09
5.064840000000e+07,2.723674298731e+05,-3.468224503448e+04,-1.786913110799e+05,9.612209189876e-01,8.795365572959e-01,7.258274611847e-01,9.966061570429e-01,9.970697095834e-01,9.978688795906e-01,8.849698279836e+04,3.447373123607e+04,1.449495579638e+05,6.627069077755e+09,2.839503382897e+09,6.273602765781e+09
5.065200000000e+07,2.649194779047e+05,-3.353314064164e+04,-1.743590034005e+05,9.620831770895e-01,8.820953453603e-01,7.308877500254e-01,9.965906333426e-01,9.970556922002e-01,9.978490963119e-01,8.578499501560e+04,3.334846629489e+04,1.417929211230e+05,6.626948564462e+09,2.839453394906e+09,6.273458150536e+09
5.065560000000e+07,2.582326291742e+05,-3.257963690276e+04,-1.704682482220e+05,9.663352842835e-01,8.820953453603e-01,7.308877500254e-01,9.965755997410e-01,9.970419795532e-01,9.978300091156e-01,8.333445830791e+04,3.243561087325e+04,1.388892479955e+05,6.626831825883e+09,2.839404467033e+09,6.273318574917e+09
5.065920000000e+07,2.510583375838e+05,-3.147015987362e+04,-1.659759047954e+05,9.721373777835e-01,8.831114457348e-01,7.333735637923e-01,9.965607182336e-01,9.970283237714e-01,9.978113318597e-01,8.048780739808e+04,3.129718005997e+04,1.352457785696e+05,6.626716253302e+09,2.839355719604e+09,6.273181953025e+09
5.066280000000e+07,2.415983925777e+05,-2.982570097946e+04,-1.595688068834e+05,9.686194485902e-01,8.831114457348e-01,7.342026156784e-01,9.965453527248e-01,9.970141731615e-01,9.977925356914e-01,7.657102961926e+04,2.956061761715e+04,1.298478347813e+05,6.626596928512e+09,2.839305180203e+09,6.273044420338e+09
5.066640000000e+07,2.104271386163e+05,-2.300339387522e+04,-1.347785884272e+05,9.730957076926e-01,8.851201672768e-01,7.473088056032e-01,9.965237080473e-01,9.969943471686e-01,9.977687929271e-01,6.120688216876e+04,2.182237379927e+04,1.064148864264e+05,6.626428978186e+09,2.839234296034e+09,6.272870627068e+09
5.067000000000e+07,1.720596824280e+05,-1.609748162932e+04,-1.081281783907e+05,9.756510970402e-01,9.041491539493e-01,7.562330528666e-01,9.964970616151e-01,9.969700113285e-01,9.977411622666e-01,4.716760736363e+04,1.485338606182e+04,8.560951207874e+04,6.626222262733e+09,2.839147283593e+09,6.272668370550e+09
5.067360000000e+07,1.590072445891e+05,-1.596080129134e+04,-1.053826328216e+05,9.791380636700e-01,9.043492112369e-01,7.592627031776e-01,9.964740286098e-01,9.969488835083e-01,9.977168539302e-01,4.864071923777e+04,1.596488936459e+04,8.973909065257e+04,6.626043496931e+09,2.839071778519e+09,6.272490433341e+09
5.067720000000e+07,8.254722671078e+04,-2.405186207883e+03,-4.405644095926e+04,9.819239765716e-01,9.183590305220e-01,7.743646397251e-01,9.964281950656e-01,9.969060528571e-01,9.976732611265e-01,2.244221250777e+03,-1.764968380596e+03,2.296761380073e+04,6.625688213656e+09,2.838918639351e+09,6.272171241858e+09
5.068080000000e+07,1.111781620499e+05,-1.111653851924e+04,-8.386390236190e+04,9.821042755709e-01,9.126311139361e-01,7.751239583415e-01,9.964102859570e-01,9.968896616398e-01,9.976541421857e-01,4.428393038596e+04,1.404614122262e+04,8.661357789289e+04,6.625548996434e+09,2.838860165484e+09,6.272031375145e+09
5.068440000000e+07,1.091270927771e+05,-8.358493280454e+03,-7.732600062158e+04,9.892986814686e-01,9.264882160371e-01,7.775500158873e-01,9.963851614691e-01,9.968664816247e-01,9.976289506161e-01,3.039772059398e+04,8.121371909629e+03,6.616641505532e+04,6.625353872446e+09,2.838777273728e+09,6.271846717925e+09
5.068800000000e+07,1.208742051460e+05,-1.104805881444e+04,-8.761469188168e+04,9.922350747834e-01,9.308915668939e-01,7.776612438969e-01,9.963664157881e-01,9.968491741972e-01,9.976093832995e-01,3.862912635926e+04,1.156251468550e+04,8.002611548808e+04,6.625208128736e+09,2.838715380589e+09,6.271703243127e+09
5.069160000000e+07,9.709634234819e+04,-5.979329546824e+03,-6.547139539678e+04,9.952496036425e-01,9.340430128760e-01,7.818355564261e-01,9.963382353198e-01,9.968226350693e-01,9.975818739098e-01,1.963321118260e+04,5.125388690812e+03,5.268717725234e+04,6.624989379152e+09,2.838620434874e+09,6.271501545307e+09
5.069520000000e+07,1.246540358021e+05,-1.301793564413e+04,-9.441185425445e+04,9.943877326644e-01,9.294612819032e-01,7.811303188970e-01,9.963258787262e-01,9.968110571921e-01,9.975680908840e-01,4.423429355308e+04,1.423470468282e+04,9.088132105382e+04,6.624893073219e+09,2.838579043225e+09,6.271400375581e+09
5.069880000000e+07,1.381024543710e+05,-1.384293565799e+04,-1.006028126498e+05,9.943877326644e-01,9.318299917091e-01,7.811303188970e-01,9.963124892889e-01,9.967983191494e-01,9.975535121483e-01,4.261664748907e+04,1.405924087292e+04,8.844655781727e+04,6.624788773650e+09,2.838533402124e+09,6.271293223064e+09
5.070240000000e+07,1.578335406001e+05,-1.765516900551e+04,-1.147611053683e+05,9.968071721181e-01,9.301389966856e-01,7.800030769603e-01,9.963039289814e-01,9.967896801420e-01,9.975430827662e-01,5.088537830333e+04,1.839694741065e+04,1.018269886079e+05,6.624721893593e+09,2.838502421318e+09,6.271216423403e+09
5.070600000000e+07,1.676004793450e+05,-1.852766436000e+04,-1.190705900411e+05,9.986246428452e-01,9.295097007201e-01,7.788061559100e-01,9.962953911621e-01,9.967810069884e-01,9.975327572310e-01,5.139203224291e+04,1.869358224835e+04,1.023230374287e+05,6.624655235081e+09,2.838471298204e+09,6.271140370101e+09
5.070960000000e+07,1.713030080732e+05,-1.873480441182e+04,-1.200680170091e+05,9.986246428452e-01,9.286478166557e-01,7.800036454442e-01,9.962869160660e-01,9.967723663438e-01,9.975225837353e-01,5.159238051045e+04,1.877859118542e+04,1.023660751561e+05,6.624589116869e+09,2.838440288475e+09,6.271065446586e+09
5.071320000000e+07,1.723378633153e+05,-1.875842015406e+04,-1.201453618499e+05,9.986246428452e-01,9.286478166557e-01,7.845939650844e-01,9.962785277094e-01,9.967637929797e-01,9.975126041804e-01,5.161994598238e+04,1.877146557058e+04,1.022149534806e+05,6.624523714999e+09,2.838409519448e+09,6.270991966084e+09
5.071680000000e+07,1.723630839204e+05,-1.872058666345e+04,-1.199278829148e+05,9.986246428452e-01,9.292771126212e-01,7.851822535890e-01,9.962702397053e-01,9.967553538309e-01,9.975028308021e-01,5.154322189307e+04,1.872227870647e+04,1.019627607929e+05,6.624459127289e+09,2.838379246148e+09,6.270920012955e+09
5.072040000000e+07,1.719681119761e+05,-1.863771594996e+04,-1.195415932342e+05,9.981432376006e-01,9.292771126212e-01,7.851822535890e-01,9.962620588385e-01,9.967470076409e-01,9.974932409991e-01,5.140087163123e+04,1.863246205299e+04,1.016039193464e+05,6.624395401431e+09,2.838349289483e+09,6.270849404728e+09
5.072400000000e+07,1.713623491293e+05,-1.852916035589e+04,-1.190568213370e+05,9.981432376006e-01,9.292771126212e-01,7.851822535890e-01,9.962539889020e-01,9.967387574122e-01,9.974838301943e-01,5.121576511956e+04,1.851954098938e+04,1.011894508462e+05,6.624332563009e+09,2.838319673719e+09,6.270780116041e+09
5.072760000000e+07,1.706375484916e+05,-1.840463731783e+04,-1.185155216642e+05,9.981432376006e-01,9.292771126212e-01,7.851822535890e-01,9.962460330038e-01,9.967306079946e-01,9.974745980444e-01,5.100217464418e+04,1.839203689810e+04,1.007441662153e+05,6.624270632709e+09,2.838290417570e+09,6.270712145869e+09
5.073120000000e+07,1.698454156791e+05,-1.826960708275e+04,-1.179405298223e+05,9.915421996994e-01,9.292771126212e-01,7.857048961744e-01,9.962381894876e-01,9.967225626943e-01,9.974655433464e-01,5.077392897123e+04,1.825486163625e+04,1.002807831049e+05,6.624209601073e+09,2.838261533038e+09,6.270645484559e+09
5.073480000000e+07,1.690097863540e+05,-1.812569190043e+04,-1.173445276382e+05,9.915421996994e-01,9.292771126212e-01,7.861784682296e-01,9.962304588252e-01,9.967146232311e-01,9.974566640316e-01,5.053304753901e+04,1.810874908896e+04,9.980784576224e+04,6.624149464958e+09,2.838233024942e+09,6.270580116053e+09
5.073840000000e+07,1.681408903077e+05,-1.797675835199e+04,-1.167370323680e+05,9.945840771724e-01,9.292771126212e-01,7.865875590834e-01,9.962228437822e-01,9.967067910078e-01,9.974479574355e-01,5.027624708690e+04,1.795854098385e+04,9.933093466111e+04,6.624090232221e+09,2.838204899414e+09,6.270516019983e+09
5.074200000000e+07,1.653882984135e+05,-1.739184515999e+04,-1.145111167911e+05,9.951976233591e-01,9.301389966856e-01,7.890947403861e-01,9.962147983899e-01,9.966986783569e-01,9.974389720154e-01,4.893726751461e+04,1.728834043580e+04,9.718331906185e+04,6.624027678163e+09,2.838175771483e+09,6.270449894562e+09
5.074560000000e+07,1.516096986667e+05,-1.420337294296e+04,-1.029248746642e+05,9.969159742552e-01,9.311983439380e-01,7.928066029975e-01,9.962032186663e-01,9.966874160323e-01,9.974271004276e-01,4.189785852724e+04,1.360828500274e+04,8.586703678643e+04,6.623937779206e+09,2.838135370684e+09,6.270362668033e+09
5.074920000000e+07,1.362800665481e+05,-1.153501575632e+04,-9.241973946249e+04,9.969159742552e-01,9.325171650513e-01,7.944112121000e-01,9.961897225870e-01,9.966744509682e-01,9.974137112300e-01,3.687861475382e+04,1.102179667959e+04,7.823555641107e+04,6.623833047714e+09,2.838088893066e+09,6.270264364205e+09
5.075280000000e+07,7.882507946158e+04,-2.134701069864e+03,-4.732357325831e+04,1.005509187168e+00,9.392024169244e-01,8.131392386544e-01,9.961592839319e-01,9.966449972016e-01,9.973857454607e-01,3.926426505134e+03,-7.173377335372e+02,3.151367115983e+04,6.623597215601e+09,2.837983490919e+09,6.270059419728e+09
5.075640000000e+07,0.000000000000e+00,0.000000000000e+00,-2.132037973607e+03,1.021194565507e+00,9.676788100191e-01,8.578131961314e-01,9.960857092512e-01,9.965729184690e-01,9.973146268368e-01,-4.676032145436e+04,-1.256776345625e+04,-1.791193152980e+04,6.623028225838e+09,2.837726326490e+09,6.269540142151e+09
5.076000000000e+07,0.000000000000e+00,0.000000000000e+00,-5.471110935142e+03,1.022826281210e+00,9.662505498585e-01,8.509537060351e-01,9.960627205926e-01,9.965511130267e-01,9.972960671978e-01,-2.855888202308e+03,-2.601988767453e+03,1.100145701755e+04,6.622849832613e+09,2.837648455401e+09,6.269404167837e+09
5.076360000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.043288493389e+00,9.994423606996e-01,8.872408874912e-01,9.959655390415e-01,9.964611393292e-01,9.972037692961e-01,-2.661831521136e+04,-1.816717649535e+04,-1.589453024810e+04,6.622100185493e+09,2.837327954352e+09,6.268732701924e+09
5.076720000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.040911843535e+00,9.881752542545e-01,8.732855474985e-01,9.959497410704e-01,9.964481577370e-01,9.971945218958e-01,6.822834379946e+03,-5.631337610007e+03,3.754044896214e+03,6.621977514050e+09,2.837281385108e+09,6.268663712099e+09
5.077080000000e+07,3.351472818864e+05,-5.421619702319e+04,-3.203462432509e+05,1.015943566933e+00,9.473620774406e-01,8.388059032503e-01,9.960627904578e-01,9.965567709607e-01,9.972923966723e-01,-8.777990322731e+05,-3.967500276615e+05,-6.709647819602e+05,6.622848698780e+09,2.837668729450e+09,6.269376361562e+09
5.077440000000e+07,1.936784187403e+05,-7.963301929046e+03,-9.441310578735e+04,1.016541120058e+00,9.462195002268e-01,8.365289381132e-01,9.960534782318e-01,9.965473428144e-01,9.972836032365e-01,2.622378809056e+04,8.885328948097e+03,6.764046670378e+04,6.622776258166e+09,2.837634847105e+09,6.269311371270e+09
5.077800000000e+07,1.026629737710e+05,-4.866380597586e+03,-6.548624824421e+04,1.017148694576e+00,9.490483873775e-01,8.369066742707e-01,9.960403753649e-01,9.965340733965e-01,9.972714801628e-01,1.813628784305e+04,5.108470002770e+03,5.695157257016e+04,6.622674412760e+09,2.837587258871e+09,6.269222131887e+09
5.078160000000e+07,1.080960939492e+05,-8.333243468820e+03,-8.104900154839e+04,1.016541120058e+00,9.470439260994e-01,8.357143926386e-01,9.960358097812e-01,9.965288774731e-01,9.972667438957e-01,3.243502848250e+04,1.053829790940e+04,7.773487926454e+04,6.622638568126e+09,2.837568539029e+09,6.269186943151e+09
5.078520000000e+07,1.150451646864e+05,-8.950043126927e+03,-8.569349650072e+04,1.016541120058e+00,9.455947070321e-01,8.357143926386e-01,9.960307884782e-01,9.965236320117e-01,9.972615911914e-01,3.269238287955e+04,9.237608543703e+03,7.782412121518e+04,6.622599193671e+09,2.837549584371e+09,6.269148625814e+09
5.078880000000e+07,1.219469441334e+05,-9.952067913789e+03,-8.975271509214e+04,1.016541120058e+00,9.448515953835e-01,8.357143926386e-01,9.960266429549e-01,9.965191479005e-01,9.972571790832e-01,3.497596532034e+04,1.017885279394e+04,8.103942304758e+04,6.622566628140e+09,2.837533335582e+09,6.269115746370e+09
5.079240000000e+07,1.257954398474e+05,-1.042178346962e+04,-9.149913459773e+04,1.016541120058e+00,9.448515953835e-01,8.357143926386e-01,9.960224490333e-01,9.965145984343e-01,9.972527247290e-01,3.561180396723e+04,1.053129195708e+04,8.168432941683e+04,6.622533722666e+09,2.837516843620e+09,6.269082574582e+09
5.079600000000e+07,1.279387199804e+05,-1.070312199804e+04,-9.242588878812e+04,1.016059974914e+00,9.448515953835e-01,8.354043992804e-01,9.960182317131e-01,9.965100164075e-01,9.972482503543e-01,3.611560921701e+04,1.076623993988e+04,8.214499384897e+04,6.622500674009e+09,2.837500242766e+09,6.269049281550e+09
5.079960000000e+07,1.292631507566e+05,-1.089482000137e+04,-9.302684820573e+04,1.016059974914e+00,9.448515953835e-01,8.354043992804e-01,9.960139994138e-01,9.965054215568e-01,9.972437713626e-01,3.652057256092e+04,1.093856784703e+04,8.248191423282e+04,6.622467535686e+09,2.837483602933e+09,6.269015978799e+09
5.080320000000e+07,1.301821007568e+05,-1.103662797101e+04,-9.345589171489e+04,1.017693355235e+00,9.448515953835e-01,8.354043992804e-01,9.960097620366e-01,9.965008268078e-01,9.972392985046e-01,3.685108957943e+04,1.107013967757e+04,8.273172941077e+04,6.622434383666e+09,2.837466969425e+09,6.268982742636e+09
5.080680000000e+07,1.308671623317e+05,-1.114575376686e+04,-9.377383956429e+04,1.017381863327e+00,9.578963790202e-01,8.354043992804e-01,9.960055276036e-01,9.964962406737e-01,9.972348399274e-01,3.712282944981e+04,1.117257112508e+04,8.291683341961e+04,6.622401277288e+09,2.837450371886e+09,6.268949630599e+09
5.081040000000e+07,1.313954302601e+05,-1.123081416906e+04,-9.401340881200e+04,1.017381863327e+00,9.578963790202e-01,8.348508336504e-01,9.960013026063e-01,9.964916699846e-01,9.972304013525e-01,3.734668034974e+04,1.125265794441e+04,8.305498250062e+04,6.622368263941e+09,2.837433833951e+09,6.268916682516e+09
5.081400000000e+07,1.318089662346e+05,-1.129709948802e+04,-9.419567544581e+04,1.017381863327e+00,9.578963790202e-01,8.348508336504e-01,9.959970922479e-01,9.964871201239e-01,9.972259867902e-01,3.753098408034e+04,1.131502924752e+04,8.315905171619e+04,6.622335381477e+09,2.837417374315e+09,6.268883926019e+09
5.081760000000e+07,1.321307275215e+05,-1.134836889807e+04,-9.432854391894e+04,1.017381863327e+00,9.578963790202e-01,8.348508336504e-01,9.959929007829e-01,9.964825952310e-01,9.972216002860e-01,3.768227985546e+04,1.136313140620e+04,8.322899940676e+04,6.622302660764e+09,2.837401007358e+09,6.268851389442e+09
5.082120000000e+07,1.323762687935e+05,-1.138740793695e+04,-9.441955187035e+04,1.017381863327e+00,9.578963790202e-01,8.348508336504e-01,9.959887315987e-01,9.964780985751e-01,9.972172451670e-01,3.780606273724e+04,1.139956044105e+04,8.327054280671e+04,6.622270126355e+09,2.837384744420e+09,6.268819095772e+09
5.082480000000e+07,1.325580222342e+05,-1.141631706466e+04,-9.447580765891e+04,1.017381863327e+00,9.578963790202e-01,8.348508336504e-01,9.959845874769e-01,9.964736327708e-01,9.972129240792e-01,3.790663606228e+04,1.142628195867e+04,8.328867546797e+04,6.622237798301e+09,2.837368594549e+09,6.268787063142e+09
5.082840000000e+07,1.326863414420e+05,-1.143674574705e+04,-9.450313695903e+04,1.017381863327e+00,9.578963790202e-01,8.348508336504e-01,9.959804706266e-01,9.964691998726e-01,9.972086391816e-01,3.798750362794e+04,1.144485778858e+04,8.328731238218e+04,6.622205692414e+09,2.837352564834e+09,6.268755306268e+09
