# Observation File: southHGUs.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [s]
# -----------------------------------------------------------------------------
# Observation Name: South Flume Outflow [mol/h]
# Region: South_Flume_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Incised Reach Outflow [mol/h]
# Region: South_Incised_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Typical Reach Outflow [mol/h]
# Region: South_Typ_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Wet Reach Outflow [mol/h]
# Region: South_Wet_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Incised Reach Depth to Water [m]
# Region: South_Incised_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Typical Reach Depth to Water [m]
# Region: South_Typ_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Wet Reach Depth to Water [m] 
# Region: South_Wet_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Incised Reach Saturation
# Region: South_Incised_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Typical Reach Saturation
# Region: South_Typ_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Wet Reach Saturation
# Region: South_Wet_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Incised Reach Exfiltration [mol/h]
# Region: South_Incised_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Typical Reach Exfiltration [mol/h]
# Region: South_Typ_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Wet Reach Exfiltration [mol/h]
# Region: South_Wet_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Incised Reach Water Content [mol]
# Region: South_Incised_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Typical Reach Water Content [mol]
# Region: South_Typ_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Wet Reach Water Content [mol]
# Region: South_Wet_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# =============================================================================
"time [s]","South Flume Outflow [mol/h]","South Incised Reach Outflow [mol/h]","South Typical Reach Outflow [mol/h]","South Wet Reach Outflow [mol/h]","South Incised Reach Depth to Water [m]","South Typical Reach Depth to Water [m]","South Wet Reach Depth to Water [m] ","South Incised Reach Saturation","South Typical Reach Saturation","South Wet Reach Saturation","South Incised Reach Exfiltration [mol/h]","South Typical Reach Exfiltration [mol/h]","South Wet Reach Exfiltration [mol/h]","South Incised Reach Water Content [mol]","South Typical Reach Water Content [mol]","South Wet Reach Water Content [mol]"
4.039560000000e+07,-3.837729543645e+04,4.221179629690e+04,-2.904716725807e+04,-1.930097381647e+04,9.509552556037e-01,9.934589343464e-01,8.177791656190e-01,9.953351430429e-01,9.953355539093e-01,9.974524845651e-01,-2.299928713578e+04,3.942759717667e+03,2.853007161008e+04,1.069854164984e+10,5.159315913811e+09,9.618815876607e+09
4.039920000000e+07,-6.647656121542e+04,6.203117107641e+04,-5.952739236025e+04,-5.171631623724e+04,9.544790634092e-01,1.000451086766e+00,8.166585104981e-01,9.953124197654e-01,9.953119471197e-01,9.974330181583e-01,1.819078996398e+04,2.313111670441e+04,5.735279962288e+04,1.069826019957e+10,5.159180602575e+09,9.618611709466e+09
4.040280000000e+07,-5.745803412178e+04,4.113097672762e+04,-5.021317285336e+04,-3.762726826432e+04,9.572846408728e-01,1.000451086766e+00,8.223704331974e-01,9.952802554085e-01,9.952787117614e-01,9.974039496405e-01,-1.795636318847e+04,6.982221286662e+03,3.144303134770e+04,1.069786245246e+10,5.158990500926e+09,9.618307377967e+09
4.040640000000e+07,-1.173823003680e+05,1.226616118032e+05,-1.063810912533e+05,-8.170280048403e+04,9.548128964035e-01,9.982798002451e-01,8.192314841388e-01,9.952813027856e-01,9.952789493827e-01,9.974081615698e-01,8.764439354593e+04,5.504856303842e+04,1.106905450082e+05,1.069787430308e+10,5.158991114424e+09,9.618350745054e+09
4.041000000000e+07,-1.648000251966e+05,1.883004783370e+05,-1.469988654334e+05,-1.077657693142e+05,9.499641931603e-01,9.977535692754e-01,8.167769150573e-01,9.952820504567e-01,9.952788442676e-01,9.974118875072e-01,9.638524589533e+04,5.905682764327e+04,1.195669854184e+05,1.069788244933e+10,5.158989747583e+09,9.618389068407e+09
4.041360000000e+07,-2.075474953288e+05,2.538837095578e+05,-1.828990278826e+05,-1.297138532745e+05,9.482295212017e-01,9.960477432932e-01,8.118971091494e-01,9.952873261254e-01,9.952833765383e-01,9.974199661924e-01,1.194247231020e+05,6.909030871070e+04,1.390791924047e+05,1.069794662660e+10,5.159014870016e+09,9.618473084146e+09
4.041720000000e+07,-2.368197710933e+05,3.024460957998e+05,-2.068695235505e+05,-1.441311776447e+05,9.466160895380e-01,9.954848752031e-01,8.069015338770e-01,9.952930879299e-01,9.952885331492e-01,9.974283207849e-01,1.287090953437e+05,7.292560107939e+04,1.485895369905e+05,1.069801695460e+10,5.159043594828e+09,9.618560140797e+09
4.042080000000e+07,-2.546487491507e+05,3.341104670942e+05,-2.212522239516e+05,-1.526944206033e+05,9.459106662374e-01,9.934333381993e-01,8.043074302520e-01,9.952984237840e-01,9.952933905003e-01,9.974360805733e-01,1.331878109380e+05,7.451905376242e+04,1.537612691420e+05,1.069808216405e+10,5.159070667091e+09,9.618641071932e+09
4.042440000000e+07,-2.658210704104e+05,3.544672254853e+05,-2.303033472149e+05,-1.583256169879e+05,9.446187730275e-01,9.924888390641e-01,8.005820099165e-01,9.953034065844e-01,9.952980122027e-01,9.974434135910e-01,1.368167356537e+05,7.572767577335e+04,1.575107455988e+05,1.069814312602e+10,5.159096444384e+09,9.618717549648e+09
4.042800000000e+07,-2.736916750915e+05,3.682256461839e+05,-2.369096870939e+05,-1.630627547121e+05,9.435598546311e-01,9.912901944623e-01,7.952387993738e-01,9.953080996002e-01,9.953024357508e-01,9.974504202710e-01,1.399570944935e+05,7.670410447157e+04,1.608345681095e+05,1.069820060866e+10,5.159121133038e+09,9.618790696167e+09
4.043160000000e+07,-2.812525989426e+05,3.796033316402e+05,-2.439471216399e+05,-1.698525358417e+05,9.435598546311e-01,9.908655258482e-01,7.942054535874e-01,9.953125677476e-01,9.953066861852e-01,9.974571054252e-01,1.431502813126e+05,7.752283073640e+04,1.635256513683e+05,1.069825540920e+10,5.159144869767e+09,9.618860482094e+09
4.043520000000e+07,-2.885908837001e+05,3.927887521012e+05,-2.507847953469e+05,-1.757476512501e+05,9.431133428897e-01,9.903810294509e-01,7.926722041566e-01,9.953168175738e-01,9.953107801642e-01,9.974634961366e-01,1.452585491353e+05,7.823342297014e+04,1.658242934119e+05,1.069830755062e+10,5.159167744537e+09,9.618927219115e+09
4.043880000000e+07,-2.948769918704e+05,4.045740502511e+05,-2.564235273620e+05,-1.800485526143e+05,9.431133428897e-01,9.903810294509e-01,7.900873529235e-01,9.953208624369e-01,9.953147296486e-01,9.974696248086e-01,1.471906951559e+05,7.886439329837e+04,1.678373780770e+05,1.069835721245e+10,5.159189821464e+09,9.618991246759e+09
4.044240000000e+07,-2.999409176857e+05,4.136749673579e+05,-2.608569405613e+05,-1.833383794202e+05,9.425187257830e-01,9.890346491563e-01,7.886737338741e-01,9.953247171140e-01,9.953185440257e-01,9.974755154205e-01,1.489700499407e+05,7.943320051570e+04,1.696426898731e+05,1.069840457468e+10,5.159211150980e+09,9.619052816301e+09
4.044600000000e+07,-3.040877986691e+05,4.207752980398e+05,-2.644819636756e+05,-1.861028749174e+05,9.417462657105e-01,9.890346491563e-01,7.886737338741e-01,9.953283969759e-01,9.953222308944e-01,9.974811889896e-01,1.505851874023e+05,7.995079785422e+04,1.712606404946e+05,1.069844982248e+10,5.159231773782e+09,9.619112145146e+09
4.044960000000e+07,-3.076378938021e+05,4.266511321514e+05,-2.676073720718e+05,-1.885462885804e+05,9.413023424445e-01,9.890346491563e-01,7.865584325133e-01,9.953319163062e-01,9.953257967768e-01,9.974866588970e-01,1.520547686369e+05,8.042562871749e+04,1.727498701816e+05,1.069849312759e+10,5.159251725011e+09,9.619169373005e+09
4.045320000000e+07,-3.107888678467e+05,4.317583582952e+05,-2.703976103780e+05,-1.907553211060e+05,9.378716250860e-01,9.890346491563e-01,7.818367751766e-01,9.953352869461e-01,9.953292473593e-01,9.974919364049e-01,1.534015321502e+05,8.086420687478e+04,1.741416401834e+05,1.069853463236e+10,5.159271035319e+09,9.619224616137e+09
4.045680000000e+07,-3.136415139965e+05,4.363326306270e+05,-2.729297014796e+05,-1.927662132562e+05,9.376798764558e-01,9.890346491563e-01,7.818367751766e-01,9.953385183896e-01,9.953325876996e-01,9.974970344122e-01,1.546420716304e+05,8.127161220001e+04,1.754227811401e+05,1.069857445046e+10,5.159289732030e+09,9.619278006514e+09
4.046040000000e+07,-3.148264117180e+05,4.384624967356e+05,-2.738932122918e+05,-1.934025156082e+05,9.371993138597e-01,9.890346491563e-01,7.787496267261e-01,9.953412454374e-01,9.953354426767e-01,9.975016003642e-01,1.541042717208e+05,8.089048783285e+04,1.750973113272e+05,1.069860805657e+10,5.159305677041e+09,9.619325840281e+09
4.046400000000e+07,-2.683396869984e+05,3.723137309730e+05,-2.298384031458e+05,-1.543352669707e+05,9.392201724841e-01,9.893667443756e-01,7.849164231470e-01,9.953285577713e-01,9.953226974706e-01,9.974913578636e-01,9.625051720328e+04,5.529564444902e+04,1.249194380740e+05,1.069845129658e+10,5.159232675560e+09,9.619218346294e+09
4.046760000000e+07,-2.047980479509e+05,2.850433661782e+05,-1.722584001260e+05,-1.114490534347e+05,9.452207854867e-01,9.929486611660e-01,7.931127304242e-01,9.953047301432e-01,9.952986912819e-01,9.974702056576e-01,4.981018263560e+04,3.454598124982e+04,8.722996373332e+04,1.069815705289e+10,5.159095490882e+09,9.618996709032e+09
4.047120000000e+07,-1.365012799759e+05,1.873019899375e+05,-1.121303834080e+05,-7.044277139355e+04,9.481763863266e-01,9.958574272338e-01,8.063047917936e-01,9.952695789825e-01,9.952630672724e-01,9.974378501895e-01,1.200895376930e+03,1.306858572431e+04,4.844047401397e+04,1.069772306273e+10,5.158892078872e+09,9.618658098338e+09
4.047480000000e+07,-7.674676009551e+04,9.743755332648e+04,-6.074264033254e+04,-3.807322855279e+04,9.542706760837e-01,1.000046958261e+00,8.178714314792e-01,9.952266223239e-01,9.952194367604e-01,9.973975998617e-01,-3.648407618618e+04,-3.785646958009e+03,2.042867661107e+04,1.069719269443e+10,5.158643014537e+09,9.618237072111e+09
4.047840000000e+07,-2.658151737674e+04,1.892407973962e+04,-1.838727331953e+04,-1.250522343018e+04,9.621253290101e-01,1.005559891976e+00,8.287080026835e-01,9.951767528996e-01,9.951687323932e-01,9.973500999509e-01,-7.143844857214e+04,-1.943572658371e+04,-2.908255710691e+03,1.069657697712e+10,5.158353584580e+09,9.617740541467e+09
4.048200000000e+07,-1.671171520441e+04,3.878865166193e+03,-1.460482974332e+04,-1.595662211979e+04,9.714230213368e-01,1.005237946340e+00,8.438632889308e-01,9.951464971545e-01,9.951378374745e-01,9.973227830973e-01,-1.939967910518e+04,3.472495474437e+03,3.005384088750e+04,1.069620321384e+10,5.158177001461e+09,9.617454881705e+09
4.048560000000e+07,-3.159126069097e+04,9.751461148368e+03,-3.015198309606e+04,-3.240093163384e+04,9.707883838302e-01,1.004556023409e+00,8.465285562331e-01,9.951236963122e-01,9.951143580746e-01,9.973030958560e-01,-9.005860115434e+02,1.244208679758e+04,4.198422054270e+04,1.069592098546e+10,5.158042491275e+09,9.617248553955e+09
4.048920000000e+07,-6.165960669867e+04,3.744877465895e+04,-5.835632231685e+04,-5.074387786681e+04,9.701622560761e-01,1.003969127489e+00,8.457900974422e-01,9.951085932651e-01,9.950982753936e-01,9.972908771316e-01,1.863152745095e+04,2.342477023153e+04,5.920746674025e+04,1.069573353899e+10,5.157950078846e+09,9.617120086598e+09
4.049280000000e+07,-8.670448967734e+04,7.454009917815e+04,-7.827407407957e+04,-5.918853785701e+04,9.722407905901e-01,1.004894731900e+00,8.460464373085e-01,9.950910789972e-01,9.950796874967e-01,9.972762052123e-01,1.291153950256e+04,2.116760534374e+04,5.506091369030e+04,1.069551632517e+10,5.157843373337e+09,9.616965983302e+09
4.049640000000e+07,-1.227565329720e+05,1.310976731009e+05,-1.103952457376e+05,-8.159251674040e+04,9.707474310778e-01,1.003127573885e+00,8.392198921097e-01,9.950896663100e-01,9.950774117182e-01,9.972775540266e-01,6.583850240105e+04,4.493886126543e+04,9.623661093213e+04,1.069549782212e+10,5.157829668211e+09,9.616979333566e+09
4.050000000000e+07,-1.709943873969e+05,2.015879111740e+05,-1.526085074869e+05,-1.111905158816e+05,9.686007900541e-01,1.002601342915e+00,8.356833372933e-01,9.950973768093e-01,9.950843733405e-01,9.972878871568e-01,1.041931968517e+05,6.188051248428e+04,1.270630596644e+05,1.069559190665e+10,5.157868603471e+09,9.617086700920e+09
4.050360000000e+07,-2.041339249514e+05,2.532338598555e+05,-1.801097856564e+05,-1.277563829102e+05,9.668704682277e-01,1.001139788381e+00,8.300431654005e-01,9.951044896231e-01,9.950908505698e-01,9.972974699381e-01,1.111293916266e+05,6.459561511512e+04,1.340945544529e+05,1.069567877030e+10,5.157904826301e+09,9.617186384042e+09
4.050720000000e+07,-2.246101576882e+05,2.887280825678e+05,-1.965650255205e+05,-1.371205216601e+05,9.634793822371e-01,9.989721824458e-01,8.252474294305e-01,9.951111332861e-01,9.950969942756e-01,9.973064267928e-01,1.160822725317e+05,6.636527999099e+04,1.395844058315e+05,1.069576000567e+10,5.157939211339e+09,9.617279680186e+09
4.051080000000e+07,-2.372498225402e+05,3.119405465407e+05,-2.066764121852e+05,-1.431905936785e+05,9.620505556473e-01,9.968449014947e-01,8.238259410120e-01,9.951173880319e-01,9.951028760115e-01,9.973148795547e-01,1.200676438752e+05,6.771184161055e+04,1.439200341466e+05,1.069583657658e+10,5.157972156662e+09,9.617367801505e+09
4.051440000000e+07,-2.457145878773e+05,3.272982949722e+05,-2.135888811218e+05,-1.477279847099e+05,9.618658276269e-01,9.968449014947e-01,8.193411602410e-01,9.951233111901e-01,9.951085354257e-01,9.973229399863e-01,1.233922909170e+05,6.881492855253e+04,1.473239730389e+05,1.069590916739e+10,5.158003880097e+09,9.617451855955e+09
4.051800000000e+07,-2.520019355950e+05,3.381556934517e+05,-2.188476465442e+05,-1.513741079728e+05,9.613100450515e-01,9.949713245117e-01,8.182298433928e-01,9.951289439404e-01,9.951139977321e-01,9.973306752001e-01,1.262630812154e+05,6.976197227710e+04,1.501021815326e+05,1.069597826814e+10,5.158034518811e+09,9.617532555170e+09
4.052160000000e+07,-2.570619275716e+05,3.464842205197e+05,-2.231437730867e+05,-1.544437493869e+05,9.591939598009e-01,9.942927783513e-01,8.123710653316e-01,9.951343230511e-01,9.951192825563e-01,9.973381227901e-01,1.287848825394e+05,7.058439815083e+04,1.524914153022e+05,1.069604432262e+10,5.158064179611e+09,9.617610290276e+09
4.052520000000e+07,-2.615330009357e+05,3.533991055064e+05,-2.270431182052e+05,-1.574950424569e+05,9.583929976071e-01,9.934333381993e-01,8.115957107057e-01,9.951394747148e-01,9.951244046240e-01,9.973453361709e-01,1.310145937648e+05,7.131242385248e+04,1.548280534304e+05,1.069610764062e+10,5.158092941993e+09,9.617685658740e+09
4.052880000000e+07,-2.667158300989e+05,3.600404810849e+05,-2.320030058502e+05,-1.625433141976e+05,9.579300091765e-01,9.934333381993e-01,8.097821170129e-01,9.951444207098e-01,9.951293758039e-01,9.973523002859e-01,1.330017626270e+05,7.196295944212e+04,1.568599087333e+05,1.069616848154e+10,5.158120870028e+09,9.617758428327e+09
4.053240000000e+07,-2.722236132744e+05,3.667995767386e+05,-2.372013323703e+05,-1.671320143272e+05,9.557726462051e-01,9.934333381993e-01,8.074540364497e-01,9.951491783292e-01,9.951342050603e-01,9.973590194385e-01,1.347897109146e+05,7.255489757553e+04,1.587213852004e+05,1.069622705120e+10,5.158148011715e+09,9.617828657139e+09
4.053600000000e+07,-2.771977368625e+05,3.733149065458e+05,-2.416961403668e+05,-1.706197787519e+05,9.550757501252e-01,9.934333381993e-01,8.043539979780e-01,9.951537656590e-01,9.951388993131e-01,9.973655105228e-01,1.364387082237e+05,7.310085683100e+04,1.604164550735e+05,1.069628356798e+10,5.158174403988e+09,9.617896526959e+09
4.053960000000e+07,-2.813743298003e+05,3.793061207038e+05,-2.453719941654e+05,-1.733811367334e+05,9.548747692459e-01,9.908655258482e-01,8.035696930427e-01,9.951582064390e-01,9.951434648993e-01,9.973717916648e-01,1.381701499369e+05,7.360817042485e+04,1.619643345621e+05,1.069633832357e+10,5.158200081101e+09,9.617962228078e+09
4.054320000000e+07,-2.848959060003e+05,3.847231488201e+05,-2.484524769756e+05,-1.757257878932e+05,9.541003674700e-01,9.908655258482e-01,8.011742436494e-01,9.951625155547e-01,9.951479084728e-01,9.973778775730e-01,1.399806658851e+05,7.408043985088e+04,1.633854752048e+05,1.069639149133e+10,5.158225079586e+09,9.618025913359e+09
4.054680000000e+07,-2.807691803539e+05,3.803260899838e+05,-2.443214825809e+05,-1.717470823172e+05,9.541003674700e-01,9.908655258482e-01,8.007443158884e-01,9.951644575277e-01,9.951499702593e-01,9.973816323184e-01,1.326160841838e+05,7.061945087004e+04,1.569346094320e+05,1.069641543778e+10,5.158236516364e+09,9.618065187833e+09
4.055040000000e+07,-2.348523717605e+05,3.210188161498e+05,-2.014688230447e+05,-1.358280916953e+05,9.572396923512e-01,9.928470988104e-01,8.053506968808e-01,9.951513786253e-01,9.951369021054e-01,9.973707894746e-01,7.667531110758e+04,4.593385580830e+04,1.107289247145e+05,1.069625392473e+10,5.158161707214e+09,9.617951411336e+09
4.055400000000e+07,-1.850647536831e+05,2.538327519713e+05,-1.568424648060e+05,-1.037459472088e+05,9.583867307914e-01,9.965928922986e-01,8.151150800664e-01,9.951315170783e-01,9.951169096482e-01,9.973532866246e-01,4.646734079458e+04,3.246677064756e+04,8.600675396715e+04,1.069600876607e+10,5.158047446351e+09,9.617768165789e+09
4.055760000000e+07,-1.460864431973e+05,1.965285651120e+05,-1.234802606840e+05,-8.282004410467e+04,9.621340332756e-01,9.982182962121e-01,8.210348780261e-01,9.951089707090e-01,9.950940811091e-01,9.973331385860e-01,2.941949688967e+04,2.512336899813e+04,7.205235596135e+04,1.069573042201e+10,5.157917004690e+09,9.617557381447e+09
4.056120000000e+07,-1.024265421842e+05,1.304945409697e+05,-8.549290661111e+04,-5.765751640125e+04,9.656833934027e-01,1.001811113058e+00,8.294086967979e-01,9.950778141939e-01,9.950624319156e-01,9.973044450701e-01,-6.788741830972e+03,8.964023091250e+03,4.326559292813e+04,1.069534576616e+10,5.157736269935e+09,9.617257269743e+09
4.056480000000e+07,-4.305778043929e+04,4.219348189337e+04,-3.291156003694e+04,-2.201596807251e+04,9.723859805297e-01,1.006810345694e+00,8.405944053803e-01,9.950306585577e-01,9.950145564839e-01,9.972594561810e-01,-6.774354465513e+04,-1.858143943771e+04,2.864719714389e+02,1.069476372569e+10,5.157463067896e+09,9.616786946581e+09
4.056840000000e+07,-1.421950563597e+04,0.000000000000e+00,-1.041121050605e+04,-9.767960601622e+03,9.779225243642e-01,1.009315017563e+00,8.521159310355e-01,9.949894235410e-01,9.949724935949e-01,9.972207096660e-01,-5.875469677273e+04,-1.397898968811e+04,2.973432190322e+03,1.069425467720e+10,5.157222941342e+09,9.616382027809e+09
4.057200000000e+07,-6.378129612947e+03,0.000000000000e+00,-6.152839786056e+03,-1.091952898700e+04,9.816875856018e-01,1.011725114270e+00,8.560117550345e-01,9.949544853013e-01,9.949383844641e-01,9.971899841003e-01,-2.409316696317e+04,-7.813083627669e+03,1.199453326165e+04,1.069382326900e+10,5.157028034574e+09,9.616060687938e+09
4.057560000000e+07,-6.071553882925e+04,3.576898645233e+04,-5.969759120423e+04,-5.634547728659e+04,9.744334011332e-01,1.008895439882e+00,8.612341638965e-01,9.949564532870e-01,9.949390430770e-01,9.971940593299e-01,4.774432475933e+04,3.903849139996e+04,8.640758825639e+04,1.069384662105e+10,5.157031076403e+09,9.616102418346e+09
4.057920000000e+07,-1.026978657510e+05,9.363883879287e+04,-9.559651016709e+04,-7.714158830768e+04,9.732884261645e-01,1.007508498155e+00,8.567772284033e-01,9.949538742818e-01,9.949356199206e-01,9.971939151293e-01,5.182278194214e+04,3.804416617143e+04,8.698661145034e+04,1.069381371622e+10,5.157010836142e+09,9.616100124573e+09
4.058280000000e+07,-1.303468694751e+05,1.385965785321e+05,-1.177309800273e+05,-8.737630974965e+04,9.716875566032e-01,1.007026423894e+00,8.522356902725e-01,9.949515743707e-01,9.949325307548e-01,9.971939568900e-01,5.766932822989e+04,4.042594975195e+04,9.242238681728e+04,1.069378437786e+10,5.156992554142e+09,9.616099906249e+09
4.058640000000e+07,-1.711923070661e+05,2.029127025985e+05,-1.529657297116e+05,-1.113363819326e+05,9.698475785138e-01,1.006140713581e+00,8.490928191620e-01,9.949595853145e-01,9.949399224890e-01,9.972041732831e-01,9.795748259421e+04,5.816423203090e+04,1.246397814224e+05,1.069388232938e+10,5.157034032566e+09,9.616206175309e+09
4.059000000000e+07,-1.986519736462e+05,2.475955677900e+05,-1.756432253912e+05,-1.253639903156e+05,9.677223469053e-01,1.006140713581e+00,8.440314726492e-01,9.949670460405e-01,9.949468813881e-01,9.972137226102e-01,1.040036303734e+05,6.042751273193e+04,1.306405084769e+05,1.069397362245e+10,5.157073083486e+09,9.616305585172e+09
4.059360000000e+07,-2.159085686843e+05,2.778040748460e+05,-1.895620655791e+05,-1.334860446854e+05,9.663729376176e-01,1.003517521310e+00,8.412235390840e-01,9.949740751058e-01,9.949535355941e-01,9.972227188395e-01,1.085588211246e+05,6.201524078506e+04,1.354724239424e+05,1.069405973650e+10,5.157110458506e+09,9.616399354049e+09
4.059720000000e+07,-2.268218703991e+05,2.977355708139e+05,-1.983273417470e+05,-1.387920582515e+05,9.659309590663e-01,1.002196240587e+00,8.372485271319e-01,9.949807469270e-01,9.949599498096e-01,9.972312670948e-01,1.122471210608e+05,6.324326773104e+04,1.392997808566e+05,1.069414156647e+10,5.157146517074e+09,9.616488519173e+09
4.060080000000e+07,-2.342646688785e+05,3.111742832522e+05,-2.044060631828e+05,-1.427676609722e+05,9.650512280251e-01,1.001547840634e+00,8.342211597737e-01,9.949871125870e-01,9.949661591947e-01,9.972394654731e-01,1.153449226578e+05,6.425435118747e+04,1.422791512327e+05,1.069421972122e+10,5.157181452134e+09,9.616574061794e+09
4.060440000000e+07,-2.398695178438e+05,3.208362366184e+05,-2.090839140455e+05,-1.460151214046e+05,9.636550543181e-01,9.990113681195e-01,8.325715420501e-01,9.949932093347e-01,9.949721861272e-01,9.972473679881e-01,1.180104298032e+05,6.511673852798e+04,1.447918733796e+05,1.069429464496e+10,5.157215384771e+09,9.616656547465e+09
4.060800000000e+07,-2.444412262618e+05,3.283630725710e+05,-2.129592539694e+05,-1.488026764529e+05,9.628169057129e-01,9.977609144022e-01,8.321878851414e-01,9.949990648979e-01,9.949780468759e-01,9.972550026622e-01,1.203775077277e+05,6.587009813688e+04,1.469918386975e+05,1.069436666739e+10,5.157248402755e+09,9.616736272310e+09
4.061160000000e+07,-2.484577844494e+05,3.346516887492e+05,-2.164299845694e+05,-1.514390815442e+05,9.622459721207e-01,9.968449014947e-01,8.314959449007e-01,9.950047039654e-01,9.949837516503e-01,9.972624108408e-01,1.224772962568e+05,6.655832977071e+04,1.490682837350e+05,1.069443608409e+10,5.157280560965e+09,9.616813689195e+09
4.061520000000e+07,-2.528664111985e+05,3.405640530925e+05,-2.205558413053e+05,-1.554283528983e+05,9.622459721207e-01,9.963313508034e-01,8.278199845640e-01,9.950101458201e-01,9.949893103012e-01,9.972696061466e-01,1.243595546493e+05,6.718250649880e+04,1.509480845495e+05,1.069450312600e+10,5.157311912753e+09,9.616888917063e+09
4.061880000000e+07,-2.575620173714e+05,3.464910420409e+05,-2.249533994904e+05,-1.593227338892e+05,9.620232402452e-01,9.956528046429e-01,8.242575710996e-01,9.950154067812e-01,9.949947309452e-01,9.972765815082e-01,1.260619504678e+05,6.775383362575e+04,1.525903149587e+05,1.069456798581e+10,5.157342501524e+09,9.616961856560e+09
4.062240000000e+07,-2.619430339765e+05,3.522462063935e+05,-2.289166794179e+05,-1.624506387441e+05,9.601210174263e-01,9.942927783513e-01,8.228259812797e-01,9.950205029045e-01,9.950000200707e-01,9.972833468038e-01,1.276235436258e+05,6.828283174329e+04,1.541106587486e+05,1.069463085754e+10,5.157372361730e+09,9.617032620644e+09
4.062600000000e+07,-2.657436923272e+05,3.575283704078e+05,-2.322706035222e+05,-1.649953843763e+05,9.595296862380e-01,9.942927783513e-01,8.171755556443e-01,9.950254454080e-01,9.950051832027e-01,9.972899112194e-01,1.290639230831e+05,6.877535563864e+04,1.555564825265e+05,1.069469187224e+10,5.157401522600e+09,9.617101305013e+09
4.062960000000e+07,-2.690331048748e+05,3.622322248162e+05,-2.351564434950e+05,-1.672086407955e+05,9.592629591657e-01,9.942927783513e-01,8.143389209269e-01,9.950302435560e-01,9.950102241014e-01,9.972962856104e-01,1.303974554338e+05,6.923603992371e+04,1.569250898071e+05,1.069475113997e+10,5.157430003417e+09,9.617168023711e+09
4.063320000000e+07,-2.530047263656e+05,3.423267031811e+05,-2.198465479446e+05,-1.535717766199e+05,9.598754547446e-01,9.942927783513e-01,8.146495813960e-01,9.950286336604e-01,9.950088216884e-01,9.972964252870e-01,1.079707792220e+05,5.911936054457e+04,1.380180876241e+05,1.069473131964e+10,5.157421768565e+09,9.617169408297e+09
4.063680000000e+07,-2.119121426883e+05,2.887744163939e+05,-1.820521162316e+05,-1.238331489899e+05,9.614961039789e-01,9.972714384590e-01,8.226748133861e-01,9.950162230988e-01,9.949964995173e-01,9.972859791202e-01,6.712183955375e+04,4.081348901957e+04,1.044234426680e+05,1.069457822127e+10,5.157351302369e+09,9.617059908410e+09
4.064040000000e+07,-1.586992519532e+05,2.151955964122e+05,-1.342993171530e+05,-8.951576847852e+04,9.639266224194e-01,1.000321159500e+00,8.290837904408e-01,9.949934287548e-01,9.949735406735e-01,9.972652834987e-01,2.520799808418e+04,2.227229285401e+04,7.033515657410e+04,1.069429699119e+10,5.157220221472e+09,9.616843358422e+09
4.064400000000e+07,-1.115858042231e+05,1.464263381925e+05,-9.335251545709e+04,-6.286426723201e+04,9.672552391907e-01,1.003977579682e+00,8.430351190067e-01,9.949652637290e-01,9.949450508716e-01,9.972392807209e-01,-1.432974933365e+03,1.039736421740e+04,4.869185348410e+04,1.069394945394e+10,5.157057616254e+09,9.616571484532e+09
