# Observation File: southHGUs.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [s]
# -----------------------------------------------------------------------------
# Observation Name: South Flume Outflow [mol/h]
# Region: South_Flume_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Incised Reach Outflow [mol/h]
# Region: South_Incised_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Typical Reach Outflow [mol/h]
# Region: South_Typ_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Wet Reach Outflow [mol/h]
# Region: South_Wet_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Incised Reach Depth to Water [m]
# Region: South_Incised_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Typical Reach Depth to Water [m]
# Region: South_Typ_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Wet Reach Depth to Water [m] 
# Region: South_Wet_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Incised Reach Saturation
# Region: South_Incised_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Typical Reach Saturation
# Region: South_Typ_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Wet Reach Saturation
# Region: South_Wet_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Incised Reach Exfiltration [mol/h]
# Region: South_Incised_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Typical Reach Exfiltration [mol/h]
# Region: South_Typ_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Wet Reach Exfiltration [mol/h]
# Region: South_Wet_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Incised Reach Water Content [mol]
# Region: South_Incised_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Typical Reach Water Content [mol]
# Region: South_Typ_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Wet Reach Water Content [mol]
# Region: South_Wet_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# =============================================================================
"time [s]","South Flume Outflow [mol/h]","South Incised Reach Outflow [mol/h]","South Typical Reach Outflow [mol/h]","South Wet Reach Outflow [mol/h]","South Incised Reach Depth to Water [m]","South Typical Reach Depth to Water [m]","South Wet Reach Depth to Water [m] ","South Incised Reach Saturation","South Typical Reach Saturation","South Wet Reach Saturation","South Incised Reach Exfiltration [mol/h]","South Typical Reach Exfiltration [mol/h]","South Wet Reach Exfiltration [mol/h]","South Incised Reach Water Content [mol]","South Typical Reach Water Content [mol]","South Wet Reach Water Content [mol]"
2.745000000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.376293536869e+00,1.430911704580e+00,1.160273263602e+00,9.908443200195e-01,9.905971498666e-01,9.950734846389e-01,0.000000000000e+00,0.000000000000e+00,2.140877524476e+03,1.064358629302e+10,5.132451483389e+09,9.593855235319e+09
2.745360000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.376140282292e+00,1.430505979019e+00,1.159189734953e+00,9.908493035247e-01,9.906017121878e-01,9.950780342536e-01,0.000000000000e+00,0.000000000000e+00,2.971653540657e+03,1.064364712289e+10,5.132477215629e+09,9.593902170401e+09
2.745720000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.375922876370e+00,1.430505979019e+00,1.156238307922e+00,9.908542761379e-01,9.906062695561e-01,9.950825098198e-01,0.000000000000e+00,0.000000000000e+00,3.485259271338e+03,1.064370782689e+10,5.132502923029e+09,9.593948354044e+09
2.746080000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.375643841749e+00,1.430195776592e+00,1.155358881423e+00,9.908592374405e-01,9.906108211518e-01,9.950869234616e-01,0.000000000000e+00,0.000000000000e+00,3.879668662477e+03,1.064376840016e+10,5.132528601018e+09,9.593993912549e+09
2.746440000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.374925642894e+00,1.430195776592e+00,1.155094518923e+00,9.908641871140e-01,9.906153660696e-01,9.950912816664e-01,0.000000000000e+00,0.000000000000e+00,4.208420923886e+03,1.064382883815e+10,5.132554244352e+09,9.594038914697e+09
2.746800000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.374925642894e+00,1.430195776592e+00,1.155094518923e+00,9.908691248962e-01,9.906199035142e-01,9.950955890790e-01,0.000000000000e+00,0.000000000000e+00,4.492547673129e+03,1.064388913689e+10,5.132579848393e+09,9.594083407094e+09
2.747160000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.374925642894e+00,1.430195776592e+00,1.154638416133e+00,9.908740505174e-01,9.906244327744e-01,9.950998487912e-01,0.000000000000e+00,0.000000000000e+00,4.746420448573e+03,1.064394929267e+10,5.132605408971e+09,9.594127420580e+09
2.747520000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.374925642894e+00,1.429226783797e+00,1.154233492593e+00,9.908789637397e-01,9.906289532065e-01,9.951040631588e-01,0.000000000000e+00,0.000000000000e+00,4.977864173864e+03,1.064400930223e+10,5.132630922290e+09,9.594170978410e+09
2.747880000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.374466783524e+00,1.428871035344e+00,1.153861110445e+00,9.908838643285e-01,9.906334641674e-01,9.951082340563e-01,0.000000000000e+00,0.000000000000e+00,5.191678644212e+03,1.064406916234e+10,5.132656384512e+09,9.594214098915e+09
2.748240000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.373743089437e+00,1.428871035344e+00,1.153861110445e+00,9.908887520676e-01,9.906379651110e-01,9.951123630532e-01,0.000000000000e+00,0.000000000000e+00,5.390901626999e+03,1.064412887004e+10,5.132681792385e+09,9.594256797323e+09
2.748600000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.373743089437e+00,1.428871035344e+00,1.153440734696e+00,9.908936267472e-01,9.906424555557e-01,9.951164513703e-01,0.000000000000e+00,0.000000000000e+00,5.579229492764e+03,1.064418842252e+10,5.132707143012e+09,9.594299085232e+09
2.748960000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.373569068709e+00,1.428871035344e+00,1.149013881117e+00,9.908984881666e-01,9.906469351102e-01,9.951204992177e-01,0.000000000000e+00,0.000000000000e+00,5.767673447937e+03,1.064424781702e+10,5.132732434017e+09,9.594340962837e+09
2.749320000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.373569068709e+00,1.428871035344e+00,1.147104522918e+00,9.909033361401e-01,9.906514033467e-01,9.951245068182e-01,0.000000000000e+00,0.000000000000e+00,5.952404094492e+03,1.064430705092e+10,5.132757662777e+09,9.594382433588e+09
2.749680000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.373384416260e+00,1.428871035344e+00,1.146477849837e+00,9.909081704936e-01,9.906558598833e-01,9.951284749332e-01,0.000000000000e+00,0.000000000000e+00,6.130908273884e+03,1.064436612177e+10,5.132782826944e+09,9.594423504709e+09
2.750040000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.373118507790e+00,1.428871035344e+00,1.146477849837e+00,9.909129910655e-01,9.906603043816e-01,9.951324044510e-01,0.000000000000e+00,0.000000000000e+00,6.302067033495e+03,1.064442502728e+10,5.132807924431e+09,9.594464184606e+09
2.750400000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.371765865342e+00,1.428871035344e+00,1.146095976042e+00,9.909177976982e-01,9.906647365349e-01,9.951362962254e-01,0.000000000000e+00,0.000000000000e+00,6.466057751088e+03,1.064448376522e+10,5.132832953353e+09,9.594504481493e+09
2.750760000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.371765865342e+00,1.428871035344e+00,1.141049005647e+00,9.909205679476e-01,9.906671256851e-01,9.951382917782e-01,0.000000000000e+00,0.000000000000e+00,5.229670095299e+03,1.064451760892e+10,5.132846449956e+09,9.594525157948e+09
2.751120000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.374152897201e+00,1.428871035344e+00,1.148306712119e+00,9.909139606448e-01,9.906601025074e-01,9.951316622062e-01,0.000000000000e+00,0.000000000000e+00,-3.706367219133e+02,1.064443685613e+10,5.132806792969e+09,9.594456581361e+09
2.751480000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.375010707696e+00,1.429226783797e+00,1.151543562108e+00,9.909008158331e-01,9.906465085018e-01,9.951190207901e-01,0.000000000000e+00,0.000000000000e+00,-4.069487843133e+03,1.064427621961e+10,5.132730027601e+09,9.594325878555e+09
2.751840000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.376105279250e+00,1.430505979019e+00,1.154392406081e+00,9.908830011334e-01,9.906282136771e-01,9.951021490389e-01,0.000000000000e+00,0.000000000000e+00,-7.165524751860e+03,1.064405851073e+10,5.132626708984e+09,9.594151476426e+09
2.752200000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.377121954190e+00,1.430911704580e+00,1.162233475064e+00,9.908646123798e-01,9.906093242412e-01,9.950848826584e-01,0.000000000000e+00,0.000000000000e+00,-8.383851472001e+03,1.064383377072e+10,5.132520024578e+09,9.593973003815e+09
2.752560000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.377390142134e+00,1.431972811524e+00,1.167495382158e+00,9.908487969605e-01,9.905929987675e-01,9.950701640394e-01,0.000000000000e+00,0.000000000000e+00,-8.180109275912e+03,1.064364045195e+10,5.132427809008e+09,9.593820836789e+09
2.752920000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.377390142134e+00,1.431972811524e+00,1.170123327668e+00,9.908376760101e-01,9.905813695281e-01,9.950599522196e-01,0.000000000000e+00,0.000000000000e+00,-6.861375584949e+03,1.064350447102e+10,5.132362103788e+09,9.593715203834e+09
2.753280000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.377651644517e+00,1.431972811524e+00,1.171538156879e+00,9.908333706721e-01,9.905765697696e-01,9.950561663488e-01,0.000000000000e+00,0.000000000000e+00,-4.039186885909e+03,1.064345175087e+10,5.132334956571e+09,9.593675938186e+09
2.753640000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.377121954190e+00,1.431972811524e+00,1.167810087830e+00,9.908366981515e-01,9.905794272778e-01,9.950594843153e-01,0.000000000000e+00,0.000000000000e+00,-1.690362955865e+02,1.064349228398e+10,5.132351044734e+09,9.593710074240e+09
2.754000000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.376976581540e+00,1.431972811524e+00,1.164738870547e+00,9.908416649570e-01,9.905839391473e-01,9.950642692192e-01,0.000000000000e+00,0.000000000000e+00,1.327366234181e+03,1.064355286201e+10,5.132376469739e+09,9.593759360566e+09
2.754360000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.376596742395e+00,1.431630265163e+00,1.163721080668e+00,9.908466232192e-01,9.905884519390e-01,9.950689686343e-01,0.000000000000e+00,0.000000000000e+00,1.941613486483e+03,1.064361334611e+10,5.132401904059e+09,9.593807770560e+09
2.754720000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.376293536869e+00,1.430911704580e+00,1.160100704619e+00,9.908515722087e-01,9.905929638833e-01,9.950735966268e-01,0.000000000000e+00,0.000000000000e+00,2.415502521915e+03,1.064367372806e+10,5.132427338175e+09,9.593855460853e+09
2.755080000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.376140282292e+00,1.430911704580e+00,1.159493871893e+00,9.908565115094e-01,9.905974735899e-01,9.950781561101e-01,0.000000000000e+00,0.000000000000e+00,2.868039401335e+03,1.064373400167e+10,5.132452764221e+09,9.593902463308e+09
2.755440000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.375606899835e+00,1.430911704580e+00,1.158294845112e+00,9.908614407433e-01,9.906019799005e-01,9.950826508963e-01,0.000000000000e+00,0.000000000000e+00,3.285929146320e+03,1.064379416161e+10,5.132478175459e+09,9.593948818065e+09
2.755800000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.375069342633e+00,1.430505979019e+00,1.157090025197e+00,9.908663596601e-01,9.906064817280e-01,9.950870879348e-01,0.000000000000e+00,0.000000000000e+00,3.638120642329e+03,1.064385420424e+10,5.132503565636e+09,9.593994595011e+09
2.756160000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.375069342633e+00,1.430195776592e+00,1.155358881423e+00,9.908712679350e-01,9.906109781541e-01,9.950914712571e-01,0.000000000000e+00,0.000000000000e+00,3.949971194641e+03,1.064391412501e+10,5.132528929400e+09,9.594039835365e+09
2.756520000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.374925642894e+00,1.430195776592e+00,1.155094518923e+00,9.908761652667e-01,9.906154684125e-01,9.950958039554e-01,0.000000000000e+00,0.000000000000e+00,4.231178401879e+03,1.064397391962e+10,5.132554262195e+09,9.594084569662e+09
2.756880000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.374925642894e+00,1.430195776592e+00,1.154421376758e+00,9.908810513506e-01,9.906199520601e-01,9.951000884079e-01,0.000000000000e+00,0.000000000000e+00,4.487550215890e+03,1.064403358390e+10,5.132579561207e+09,9.594128821039e+09
2.757240000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.374925642894e+00,1.430195776592e+00,1.154266033985e+00,9.908859258831e-01,9.906244283034e-01,9.951043266149e-01,0.000000000000e+00,0.000000000000e+00,4.724313764788e+03,1.064409311375e+10,5.132604821782e+09,9.594172609111e+09
2.757600000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.373878690280e+00,1.429226783797e+00,1.153861110445e+00,9.908907885669e-01,9.906288964264e-01,9.951085202576e-01,0.000000000000e+00,0.000000000000e+00,4.944577428069e+03,1.064415250515e+10,5.132630039661e+09,9.594215950144e+09
2.757960000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.373743089437e+00,1.428871035344e+00,1.153861110445e+00,9.908956391429e-01,9.906333557751e-01,9.951126708311e-01,0.000000000000e+00,0.000000000000e+00,5.150791328874e+03,1.064421175437e+10,5.132655210922e+09,9.594258858542e+09
2.758320000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.373743089437e+00,1.428871035344e+00,1.153861110445e+00,9.909004773421e-01,9.906378057583e-01,9.951167794172e-01,0.000000000000e+00,0.000000000000e+00,5.347851265434e+03,1.064427085779e+10,5.132680331983e+09,9.594301344065e+09
2.758680000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.373569068709e+00,1.428871035344e+00,1.153440734696e+00,9.909053028263e-01,9.906422458474e-01,9.951208462862e-01,0.000000000000e+00,0.000000000000e+00,5.544603438079e+03,1.064432981094e+10,5.132705399631e+09,9.594343408039e+09
2.759040000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.373569068709e+00,1.428871035344e+00,1.147435041964e+00,9.909101152928e-01,9.906466756193e-01,9.951248716335e-01,0.000000000000e+00,0.000000000000e+00,5.737793291944e+03,1.064438860965e+10,5.132730411266e+09,9.594385053611e+09
2.759400000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.361892682491e+00,1.423469154380e+00,1.128830683198e+00,9.910797384145e-01,9.908190649733e-01,9.952732211682e-01,-2.013183402964e+06,-9.474874667337e+05,-1.490352802178e+06,1.064645983425e+10,5.133703423193e+09,9.595920565832e+09
2.759760000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.350743181614e+00,1.416130895841e+00,1.105277642940e+00,9.911929030508e-01,9.909354519995e-01,9.953690890371e-01,-1.327483058867e+06,-6.316570677358e+05,-9.569615927113e+05,1.064784292060e+10,5.134361018631e+09,9.596914951924e+09
2.760120000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.339739733491e+00,1.408770404415e+00,1.083155784805e+00,9.913051767261e-01,9.910516317966e-01,9.954620871484e-01,-1.318750216858e+06,-6.316570677358e+05,-9.335375727849e+05,1.064921563489e+10,5.135017491679e+09,9.597880771675e+09
2.760480000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.337395919051e+00,1.409060461528e+00,1.090607814009e+00,9.913048865504e-01,9.910510649988e-01,9.954580498287e-01,-1.543725551578e+03,0.000000000000e+00,2.497570201969e+04,1.064921289574e+10,5.135014690787e+09,9.597839967285e+09
2.760840000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.338460126673e+00,1.411489984344e+00,1.086985255261e+00,9.913072979699e-01,9.910531725012e-01,9.954569985586e-01,-2.702991856681e+03,0.000000000000e+00,2.157123153065e+04,1.064924309635e+10,5.135026921674e+09,9.597830159136e+09
2.761200000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.339318120695e+00,1.413667020359e+00,1.087562344385e+00,9.912975753656e-01,9.910428412524e-01,9.954452043177e-01,-6.093366132008e+03,0.000000000000e+00,7.755033738373e+03,1.064912478504e+10,5.134968874581e+09,9.597708748673e+09
2.761560000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.340640169208e+00,1.415753190331e+00,1.090701398133e+00,9.912897278135e-01,9.910343614966e-01,9.954354035941e-01,-6.507821812070e+03,0.000000000000e+00,6.614233199568e+03,1.064902938037e+10,5.134921276686e+09,9.597607988346e+09
2.761920000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.341804410536e+00,1.415753190331e+00,1.090930659008e+00,9.912869465560e-01,9.910310189901e-01,9.954303865430e-01,-5.853132877785e+03,0.000000000000e+00,9.621832628016e+03,1.064899588080e+10,5.134902677864e+09,9.597556676131e+09
2.762280000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.339950434762e+00,1.415753190331e+00,1.089971125609e+00,9.912913873175e-01,9.910350472380e-01,9.954319650902e-01,-4.326963484137e+03,0.000000000000e+00,1.628862596589e+04,1.064905066056e+10,5.134925688359e+09,9.597573633156e+09
2.762640000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.335010740230e+00,1.416374141778e+00,1.090132551668e+00,9.912957641001e-01,9.910390270569e-01,9.954335269537e-01,-4.084854158734e+03,0.000000000000e+00,1.621186063709e+04,1.064910461747e+10,5.134948408872e+09,9.597590316336e+09
2.763000000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.334624437751e+00,1.416374141778e+00,1.090385036726e+00,9.913000830740e-01,9.910429037605e-01,9.954349698661e-01,-3.906826981002e+03,0.000000000000e+00,1.749666240356e+04,1.064915784510e+10,5.134970532988e+09,9.597605744626e+09
2.763360000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.330541755062e+00,1.416374141778e+00,1.091613923584e+00,9.913043488089e-01,9.910467088069e-01,9.954364025012e-01,-3.763402183604e+03,0.000000000000e+00,1.746676825531e+04,1.064921039896e+10,5.134992246253e+09,9.597621038955e+09
2.763720000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.329167961210e+00,1.416374141778e+00,1.091613923584e+00,9.913085639729e-01,9.910504533901e-01,9.954378422867e-01,-3.637427168547e+03,0.000000000000e+00,1.722509319852e+04,1.064926231021e+10,5.135013607472e+09,9.597636366612e+09
2.764080000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.329167961210e+00,1.410718049888e+00,1.091613923584e+00,9.913127313021e-01,9.910541422355e-01,9.954392852365e-01,-3.524889838138e+03,0.000000000000e+00,1.701008521502e+04,1.064931361058e+10,5.135034642092e+09,9.597651689277e+09
2.764440000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.329167961210e+00,1.410718049888e+00,1.088461060718e+00,9.913168518346e-01,9.910577802442e-01,9.954407272949e-01,-3.420213491307e+03,0.000000000000e+00,1.682180871428e+04,1.064936431318e+10,5.135055376461e+09,9.597666968683e+09
2.764800000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.326752857149e+00,1.410718049888e+00,1.088461060718e+00,9.913209266828e-01,9.910613689903e-01,9.954421673946e-01,-3.319804119401e+03,0.000000000000e+00,1.665752276531e+04,1.064941443244e+10,5.135075817554e+09,9.597682196278e+09
2.765160000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.326752857149e+00,1.410718049888e+00,1.088461060718e+00,9.913249578919e-01,9.910649101058e-01,9.954436040530e-01,-3.223232804391e+03,0.000000000000e+00,1.651503168245e+04,1.064946399181e+10,5.135095974838e+09,9.597697360144e+09
2.765520000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.326752857149e+00,1.410718049888e+00,1.088461060718e+00,9.913289468172e-01,9.910684061871e-01,9.954450357984e-01,-3.129219779994e+03,0.000000000000e+00,1.639197446823e+04,1.064951300869e+10,5.135115863127e+09,9.597712447310e+09
2.765880000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.325716431571e+00,1.410718049888e+00,1.088461060718e+00,9.913328787959e-01,9.910718597226e-01,9.954464614474e-01,-2.837382194221e+03,0.000000000000e+00,1.628584265511e+04,1.064956130454e+10,5.135135496944e+09,9.597727447712e+09
2.766240000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.325500842302e+00,1.410718049888e+00,1.088752411205e+00,9.913367291153e-01,9.910752727382e-01,9.954478801301e-01,-2.222419390323e+03,0.000000000000e+00,1.619470222292e+04,1.064960858056e+10,5.135154888066e+09,9.597742354604e+09
2.766600000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.325051396946e+00,1.410718049888e+00,1.088752411205e+00,9.913405427342e-01,9.910786467382e-01,9.954492911789e-01,-2.160432488174e+03,0.000000000000e+00,1.611676030885e+04,1.064965538965e+10,5.135174045271e+09,9.597757163006e+09
2.766960000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.314136198553e+00,1.410718049888e+00,1.084899068359e+00,9.913443186383e-01,9.910819835526e-01,9.954506933546e-01,-2.097901778526e+03,0.000000000000e+00,1.605170236237e+04,1.064970171151e+10,5.135192979301e+09,9.597771863035e+09
2.767320000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.314136198553e+00,1.410718049888e+00,1.084899068359e+00,9.913480597355e-01,9.910852850664e-01,9.954520867119e-01,-2.035257361603e+03,0.000000000000e+00,1.599583831576e+04,1.064974758319e+10,5.135211700998e+09,9.597786454784e+09
2.767680000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.314136198553e+00,1.410718049888e+00,1.084899068359e+00,9.913517678376e-01,9.910885530171e-01,9.954534712097e-01,-1.972648413274e+03,0.000000000000e+00,1.594799712259e+04,1.064979302859e+10,5.135230220512e+09,9.597800938750e+09
2.768040000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.314576957972e+00,1.410718049888e+00,1.085136548465e+00,9.913542635573e-01,9.910905830823e-01,9.954537832687e-01,-2.145990595798e+03,0.000000000000e+00,1.461639687553e+04,1.064982361523e+10,5.135241739018e+09,9.597804282644e+09
2.768400000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.315517639637e+00,1.410718049888e+00,1.087134478568e+00,9.913490203798e-01,9.910847102877e-01,9.954472017976e-01,-3.617480724785e+03,0.000000000000e+00,6.699276895215e+03,1.064975953167e+10,5.135208605920e+09,9.597736139667e+09
2.768760000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.316786957328e+00,1.411455360554e+00,1.091886498518e+00,9.913346888883e-01,9.910696122298e-01,9.954325211993e-01,-4.573834653338e+03,0.000000000000e+00,-1.663995536868e+03,1.064958429779e+10,5.135123347681e+09,9.597584045356e+09
2.769120000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.321959638109e+00,1.411830802393e+00,1.100622136265e+00,9.913147582218e-01,9.910488176726e-01,9.954129052007e-01,-5.165010220342e+03,0.000000000000e+00,-6.975516341006e+03,1.064934059477e+10,5.135005896427e+09,9.597380859021e+09
2.769480000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.325054168447e+00,1.414766524328e+00,1.104072243130e+00,9.912939852466e-01,9.910271173838e-01,9.953926284435e-01,-5.646343570393e+03,0.000000000000e+00,-8.454319232063e+03,1.064908658104e+10,5.134883316324e+09,9.597170859826e+09
2.769840000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.327114661066e+00,1.415102845926e+00,1.107951740735e+00,9.912746113084e-01,9.910067734743e-01,9.953738400707e-01,-5.909630499219e+03,0.000000000000e+00,-9.141445490123e+03,1.064884962393e+10,5.134768375849e+09,9.596976246485e+09
2.770200000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.332011298977e+00,1.415102845926e+00,1.108090335678e+00,9.912612971698e-01,9.909925261361e-01,9.953608831610e-01,-5.470692221097e+03,0.000000000000e+00,-7.011821323926e+03,1.064868668489e+10,5.134687842544e+09,9.596841904415e+09
