# Observation File: centralHGUs.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [s]
# -----------------------------------------------------------------------------
# Observation Name: Central Flume Outflow [mol/h]
# Region: Central_Flume_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Incised1 Reach Outflow [mol/h]
# Region: Central_Incised1_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Typical Reach Outflow [mol/h]
# Region: Central_Typ_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Wet Reach Outflow [mol/h]
# Region: Central_Wet_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Incised1 Reach Depth to Water [m]
# Region: Central_Incised1_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Typical Reach Depth to Water [m]
# Region: Central_Typ_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Wet Reach Depth to Water [m] 
# Region: Central_Wet_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Incised1 Reach saturation
# Region: Central_Incised1_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Typical Reach Saturation
# Region: Central_Typ_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Wet Reach Saturation 
# Region: Central_Wet_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Incised1 Reach Exfiltration [mol/h]
# Region: Central_Incised1_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Typical Reach Exfiltration [mol/h]
# Region: Central_Typ_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Wet Reach Exfiltration [mol/h]
# Region: Central_Wet_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Incised1 Reach Water Content [mol]
# Region: Central_Incised1_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Typical Reach Water Content [mol]
# Region: Central_Typ_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Wet Reach Water Content [mol]
# Region: Central_Wet_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: AIMS Watershed Outflow [mol/h]
# Region: AIMS_watershed_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# =============================================================================
"time [s]","Central Flume Outflow [mol/h]","Central Incised1 Reach Outflow [mol/h]","Central Typical Reach Outflow [mol/h]","Central Wet Reach Outflow [mol/h]","Central Incised1 Reach Depth to Water [m]","Central Typical Reach Depth to Water [m]","Central Wet Reach Depth to Water [m] ","Central Incised1 Reach saturation","Central Typical Reach Saturation","Central Wet Reach Saturation ","Central Incised1 Reach Exfiltration [mol/h]","Central Typical Reach Exfiltration [mol/h]","Central Wet Reach Exfiltration [mol/h]","Central Incised1 Reach Water Content [mol]","Central Typical Reach Water Content [mol]","Central Wet Reach Water Content [mol]","AIMS Watershed Outflow [mol/h]"
2.240640000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,8.252043650892e+03,1.167210856209e+00,1.671155173605e+00,1.293607657208e+00,9.926901844787e-01,9.844096322936e-01,9.923431997139e-01,-4.171869272047e+03,0.000000000000e+00,7.959642075191e+03,1.365691397604e+10,4.287277373663e+09,1.401361094306e+10,0.000000000000e+00
2.241000000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.433570523539e+03,1.170502494135e+00,1.671155173605e+00,1.296268839760e+00,9.926762895994e-01,9.843868069616e-01,9.923256525693e-01,-3.118311969061e+04,0.000000000000e+00,1.570936138133e+03,1.365669690507e+10,4.287170319241e+09,1.401332888964e+10,0.000000000000e+00
2.241360000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.283008798766e+03,1.172735701175e+00,1.672927696076e+00,1.300084171901e+00,9.926463597456e-01,9.843463753749e-01,9.922908954846e-01,-5.345748029267e+04,0.000000000000e+00,-2.722631364582e+03,1.365622896323e+10,4.286980460976e+09,1.401276979082e+10,0.000000000000e+00
2.241720000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.500009534628e+03,1.172420610947e+00,1.672927696076e+00,1.299357839242e+00,9.926445215444e-01,9.843364886765e-01,9.922861712401e-01,-1.911294218546e+04,0.000000000000e+00,3.181297021294e+03,1.365620065115e+10,4.286934248343e+09,1.401269428850e+10,0.000000000000e+00
2.242080000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.181449076592e+00,1.681293722111e+00,1.308582462970e+00,9.925926336631e-01,9.842719887818e-01,9.922277498043e-01,-8.316989532379e+04,0.000000000000e+00,-6.966508742784e+03,1.365538902551e+10,4.286631175004e+09,1.401175422512e+10,0.000000000000e+00
2.242440000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.192258927258e+00,1.687949959638e+00,1.312348073931e+00,9.925317364977e-01,9.841973361589e-01,9.921593378187e-01,-1.000381467329e+05,0.000000000000e+00,-8.326258228310e+03,1.365443661816e+10,4.286280349469e+09,1.401065361611e+10,0.000000000000e+00
2.242800000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.536647915291e+03,1.189723981652e+00,1.687949959638e+00,1.311480341258e+00,9.925309904762e-01,9.841875777525e-01,9.921551298793e-01,-3.267638752355e+04,0.000000000000e+00,-5.732011784556e+02,1.365442502432e+10,4.286234706112e+09,1.401058630837e+10,0.000000000000e+00
2.243160000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.817879397057e+03,1.189433879394e+00,1.687949959638e+00,1.310737400492e+00,9.925287339133e-01,9.841764004393e-01,9.921494292573e-01,-3.098859297576e+04,0.000000000000e+00,1.472657681449e+01,1.365438958233e+10,4.286182365520e+09,1.401049487674e+10,0.000000000000e+00
2.243520000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.560189571355e+03,1.190009968146e+00,1.687949959638e+00,1.311506060436e+00,9.925183534882e-01,9.841564637142e-01,9.921350533407e-01,-3.989657597731e+04,0.000000000000e+00,-1.122111069969e+03,1.365422707929e+10,4.286088833630e+09,1.401026381933e+10,0.000000000000e+00
2.243880000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.552623570877e+03,1.191060794073e+00,1.690719482761e+00,1.311854878496e+00,9.925077621103e-01,9.841362835578e-01,9.921204312169e-01,-4.028967147750e+04,0.000000000000e+00,-1.126828157587e+03,1.365406130587e+10,4.285994159553e+09,1.401002883075e+10,0.000000000000e+00
2.244240000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.351498024422e+03,1.189745826773e+00,1.690719482761e+00,1.310654280434e+00,9.925121938093e-01,9.841324453699e-01,9.921218567311e-01,-2.159604236149e+04,0.000000000000e+00,2.380821445894e+03,1.365413056297e+10,4.285976339510e+09,1.401005217987e+10,0.000000000000e+00
2.244600000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.000528476992e+03,1.185860508229e+00,1.687949959638e+00,1.309281005341e+00,9.925256119208e-01,9.841386072218e-01,9.921329859868e-01,-6.646968117842e+03,0.000000000000e+00,6.372252547097e+03,1.365434041318e+10,4.286005547979e+09,1.401023169400e+10,0.000000000000e+00
2.244960000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.181368478283e+03,1.185014949784e+00,1.687949959638e+00,1.308460356496e+00,9.925388298842e-01,9.841447621465e-01,9.921440092413e-01,-4.030774370998e+03,0.000000000000e+00,7.399367966825e+03,1.365454721191e+10,4.286034730615e+09,1.401040952257e+10,0.000000000000e+00
2.245320000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.300293267068e+03,1.183641809005e+00,1.687949959638e+00,1.307959195413e+00,9.925518610947e-01,9.841509062799e-01,9.921549457070e-01,-1.691283857474e+03,0.000000000000e+00,8.148920491291e+03,1.365475117596e+10,4.286063872090e+09,1.401058599278e+10,0.000000000000e+00
2.245680000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.396030310937e+03,1.182158976493e+00,1.687949959638e+00,1.307153620659e+00,9.925647917777e-01,9.841570375429e-01,9.921658067026e-01,-7.630083356563e+02,0.000000000000e+00,8.746138647782e+03,1.365495365363e+10,4.286092961698e+09,1.401076127911e+10,0.000000000000e+00
2.246040000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.477505910210e+03,1.181525398105e+00,1.687018190927e+00,1.306007948295e+00,9.925775830714e-01,9.841631545338e-01,9.921765991658e-01,7.758101469312e+02,0.000000000000e+00,9.245932264627e+03,1.365515401090e+10,4.286121992229e+09,1.401093548719e+10,0.000000000000e+00
2.246400000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.182187475951e+03,1.181103606334e+00,1.687018190927e+00,1.305076648613e+00,9.925902328640e-01,9.841692566489e-01,9.921873487912e-01,2.431123752270e+03,0.000000000000e+00,9.171486257138e+03,1.365535222628e+10,4.286150959522e+09,1.401110903601e+10,0.000000000000e+00
2.246760000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,9.346852267438e+03,1.180055843003e+00,1.687018190927e+00,1.304700521360e+00,9.926027464653e-01,9.841753432432e-01,9.921980346080e-01,3.861093508848e+03,0.000000000000e+00,9.610142513541e+03,1.365554837373e+10,4.286179859927e+09,1.401128155756e+10,0.000000000000e+00
2.247120000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,9.985736796352e+03,1.174258092646e+00,1.683395722955e+00,1.303572442238e+00,9.926151342094e-01,9.841814140521e-01,9.922086570060e-01,5.104102001104e+03,0.000000000000e+00,1.004846997919e+04,1.365574260777e+10,4.286208691270e+09,1.401145307186e+10,0.000000000000e+00
2.247480000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.038128255154e+04,1.173840458402e+00,1.683395722955e+00,1.303038944272e+00,9.926274045677e-01,9.841874682079e-01,9.922192195221e-01,6.199762922609e+03,0.000000000000e+00,1.043173093346e+04,1.365593505258e+10,4.286237449743e+09,1.401162363518e+10,0.000000000000e+00
2.247840000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.072717835676e+04,1.171990531191e+00,1.683395722955e+00,1.302902641165e+00,9.926395626893e-01,9.841935050659e-01,9.922297247654e-01,7.198361694812e+03,0.000000000000e+00,1.077214333817e+04,1.365612578561e+10,4.286266131990e+09,1.401179328735e+10,0.000000000000e+00
2.248200000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.104005159668e+04,1.171871599630e+00,1.683395722955e+00,1.302611401296e+00,9.926515979569e-01,9.841995244287e-01,9.922401745419e-01,8.360371844842e+03,0.000000000000e+00,1.108107145097e+04,1.365631463312e+10,4.286294736502e+09,1.401196205597e+10,0.000000000000e+00
2.248560000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.132744456115e+04,1.170726880862e+00,1.683395722955e+00,1.301697557014e+00,9.926635117700e-01,9.842055273352e-01,9.922505701890e-01,9.492165966774e+03,0.000000000000e+00,1.136538652760e+04,1.365650161682e+10,4.286323266400e+09,1.401212996131e+10,0.000000000000e+00
2.248920000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.159477688193e+04,1.167670332867e+00,1.680369462001e+00,1.301528845371e+00,9.926753091969e-01,9.842115135112e-01,9.922609128043e-01,1.053811220367e+04,0.000000000000e+00,1.163030865109e+04,1.365668681378e+10,4.286351720707e+09,1.401229701918e+10,0.000000000000e+00
2.249280000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.171002246829e+04,1.166345533133e+00,1.680013950905e+00,1.299728551968e+00,9.926867366239e-01,9.842171894563e-01,9.922709105437e-01,1.068673869492e+04,0.000000000000e+00,1.173044359652e+04,1.365686624887e+10,4.286378719551e+09,1.401245852501e+10,0.000000000000e+00
2.249640000000e+07,0.000000000000e+00,-4.633986681891e+03,0.000000000000e+00,3.215277943158e+04,1.155723738578e+00,1.680013950905e+00,1.293682380498e+00,9.927860493964e-01,9.843237758992e-01,9.923763449151e-01,-1.412177217555e+06,-4.886474390671e+05,-1.573446832375e+06,1.365842073025e+10,4.286879880599e+09,1.401415541194e+10,-1.910308513886e+03
2.250000000000e+07,1.146428899487e+02,-8.784601117348e+03,0.000000000000e+00,1.252572405609e+05,1.140493499439e+00,1.667276188568e+00,1.285543492449e+00,9.929000273011e-01,9.844541428736e-01,9.925007884953e-01,-1.603003195802e+06,-5.863769268805e+05,-1.843018240666e+06,1.366020818844e+10,4.287493099038e+09,1.401616089517e+10,-3.381566660686e+05
2.250360000000e+07,0.000000000000e+00,-1.219973278573e+01,0.000000000000e+00,1.100097840402e+04,1.144135059341e+00,1.667999566583e+00,1.285404059340e+00,9.928917603330e-01,9.844395094263e-01,9.924903010231e-01,-3.510100640944e+03,0.000000000000e+00,8.535076104691e+03,1.366007990811e+10,4.287424759251e+09,1.401599309226e+10,-7.929279433110e+04
2.250720000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.765164888320e+03,1.150002150788e+00,1.668669794038e+00,1.289833116287e+00,9.928536185000e-01,9.843905333943e-01,9.924470836616e-01,-6.310183236833e+04,0.000000000000e+00,-7.188256135702e+03,1.365948385985e+10,4.287194901996e+09,1.401529798892e+10,-1.077733325457e+04
2.251080000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.762210855475e+03,1.148004555460e+00,1.668669794038e+00,1.289648566038e+00,9.928434912605e-01,9.843724538856e-01,9.924340901030e-01,-2.418206041440e+04,0.000000000000e+00,6.597326231374e+02,1.365932661133e+10,4.287110323501e+09,1.401508970422e+10,-2.609386815910e+03
2.251440000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.721182320269e+03,1.149401302470e+00,1.668669794038e+00,1.290706354639e+00,9.928331409457e-01,9.843539200971e-01,9.924207120171e-01,-2.702222325354e+04,0.000000000000e+00,3.713672393759e+02,1.365916554119e+10,4.287023575862e+09,1.401487498277e+10,-1.107006458073e+02
2.251800000000e+07,-2.371034624765e+06,-1.083574286692e+06,-2.778050132710e+04,3.200219404483e+06,1.052403351168e+00,1.609269748911e+00,1.181289935627e+00,9.945739768618e-01,9.868068780995e-01,9.944238381341e-01,-2.715102924867e+07,-1.150820360965e+07,-3.212100978904e+07,1.368648118370e+10,4.298554912152e+09,1.404714801648e+10,-4.085206784905e+06
2.252160000000e+07,-1.013585891869e+07,-1.148401765007e+07,-3.529080884761e+03,3.217660004302e+06,1.025172715778e+00,1.571437512563e+00,1.113608169663e+00,9.948107292248e-01,9.871416550442e-01,9.946957338029e-01,-3.615082550932e+06,-1.565435243680e+06,-4.284483610236e+06,1.369022782436e+10,4.300135203937e+09,1.405157461060e+10,-1.916717109862e+07
2.252520000000e+07,-3.424873577231e+06,-4.404370304985e+06,-1.904569683748e+03,9.194423462340e+05,1.009409515571e+00,1.546799227337e+00,1.079963809215e+00,9.949743503758e-01,9.873748048428e-01,9.948786240909e-01,-2.464537586763e+06,-1.089615286077e+06,-2.844546812542e+06,1.369281765906e+10,4.301234679619e+09,1.405454640395e+10,-1.066494859497e+07
2.252880000000e+07,-2.612466240569e+06,-2.985433506686e+06,-5.949656413978e+03,1.475077860208e+06,9.878077504709e-01,1.523265391691e+00,1.057084693276e+00,9.952164771172e-01,9.877182733844e-01,9.951425241186e-01,-3.720956402631e+06,-1.614187314491e+06,-4.175339465619e+06,1.369664974115e+10,4.302854107195e+09,1.405883656538e+10,-6.302511009487e+06
2.253240000000e+07,-2.922667437225e+06,-3.280061053073e+06,-2.704971671630e+03,1.362763832996e+06,9.958614336515e-01,1.516988540012e+00,1.060105050569e+00,9.952944968557e-01,9.878470241440e-01,9.952370105719e-01,-1.142350811324e+06,-6.018289373467e+05,-1.436812864351e+06,1.369789193240e+10,4.303462060964e+09,1.406037365946e+10,-6.324436089705e+06
2.253600000000e+07,-1.440905579032e+06,-1.749049323462e+06,0.000000000000e+00,2.427883637650e+05,1.004416842663e+00,1.525141129866e+00,1.063133603143e+00,9.952828263379e-01,9.878492133277e-01,9.952370907312e-01,2.766183268456e+05,-2.108569718783e+03,9.105914895344e+04,1.369771838275e+10,4.303473912038e+09,1.406037739737e+10,-3.216072078496e+06
2.253960000000e+07,-7.447012933418e+05,-9.375666547888e+05,0.000000000000e+00,1.148409108756e+05,1.009243153160e+00,1.526147632055e+00,1.065213813766e+00,9.952727665001e-01,9.878517693877e-01,9.952376194483e-01,2.486968430701e+05,-3.176957080418e+03,8.029439348123e+04,1.369756915307e+10,4.303487462335e+09,1.406038844008e+10,-1.797350664088e+06
2.254320000000e+07,-4.531987422969e+05,-5.627425330877e+05,0.000000000000e+00,9.177238616929e+04,1.003035969223e+00,1.510504053908e+00,1.062056999877e+00,9.952636335078e-01,9.878546098097e-01,9.952385256162e-01,2.304879017836e+05,-4.420142383890e+03,7.132359668194e+04,1.369743347001e+10,4.303502224668e+09,1.406040568341e+10,-1.125543869887e+06
2.254680000000e+07,-3.263730513883e+05,-3.899756050617e+05,0.000000000000e+00,8.395110849161e+04,9.975656196383e-01,1.512778216516e+00,1.058039785352e+00,9.952551999375e-01,9.878575660575e-01,9.952397121415e-01,2.149259158880e+05,-5.438040803967e+03,6.387629934550e+04,1.369730733659e+10,4.303517361127e+09,1.406042724991e+10,-7.806012923212e+05
2.255040000000e+07,-2.852278178726e+05,-3.330301669657e+05,0.000000000000e+00,8.013090438531e+04,9.969742076706e-01,1.510957263859e+00,1.054109979725e+00,9.952471437914e-01,9.878605649595e-01,9.952409949215e-01,2.058192179737e+05,-6.039891521768e+03,5.977862345862e+04,1.369718614447e+10,4.303532542935e+09,1.406045002855e+10,-6.579634606490e+05
2.255400000000e+07,-2.629241591679e+05,-3.025041907034e+05,0.000000000000e+00,7.713485232791e+04,9.967933500768e-01,1.510821554964e+00,1.051531083056e+00,9.952394043499e-01,9.878635204380e-01,9.952423544399e-01,1.984310715231e+05,-6.478745516259e+03,5.650180193545e+04,1.369706896951e+10,4.303547439497e+09,1.406047354188e+10,-5.904302640606e+05
2.255760000000e+07,-2.494811155852e+05,-2.845225455533e+05,0.000000000000e+00,7.472875418509e+04,9.919577956643e-01,1.511972306931e+00,1.049184983766e+00,9.952318791789e-01,9.878664223700e-01,9.952437377852e-01,1.926054184659e+05,-6.813679215753e+03,5.401912839716e+04,1.369695459268e+10,4.303561979139e+09,1.406049708535e+10,-5.509949069003e+05
2.256120000000e+07,-2.403643470372e+05,-2.727187825077e+05,0.000000000000e+00,7.277258635319e+04,9.899959274888e-01,1.517129430903e+00,1.049888184319e+00,9.952245515283e-01,9.878691175348e-01,9.952450978990e-01,1.877390576495e+05,-6.344041564498e+03,5.235948466369e+04,1.369684265267e+10,4.303575416778e+09,1.406051996762e+10,-5.260283563070e+05
2.256480000000e+07,-2.336171397476e+05,-2.642338448328e+05,0.000000000000e+00,7.112537816957e+04,9.839541791749e-01,1.518799684063e+00,1.043427182941e+00,9.952173741616e-01,9.878706511250e-01,9.952464132105e-01,1.837443199712e+05,-1.341447103310e+03,5.103811608083e+04,1.369673258319e+10,4.303583311806e+09,1.406054185015e+10,-5.087876984437e+05
2.256840000000e+07,-2.282774850317e+05,-2.576686098309e+05,0.000000000000e+00,6.973267285278e+04,9.812352863506e-01,1.519591963062e+00,1.039300242696e+00,9.952103510742e-01,9.878721135520e-01,9.952476702526e-01,1.804025214365e+05,-1.480423055982e+03,4.998089148829e+04,1.369662432878e+10,4.303590827749e+09,1.406056256652e+10,-4.959387184032e+05
2.257200000000e+07,-2.238990770305e+05,-2.523498979934e+05,0.000000000000e+00,6.855727015568e+04,9.816493633347e-01,1.520300468749e+00,1.040148510235e+00,9.952034756477e-01,9.878735176181e-01,9.952488203668e-01,1.775606275145e+05,-1.589441047655e+03,4.997932382486e+04,1.369651791427e+10,4.303598004625e+09,1.406058128349e+10,-4.857848728388e+05
2.257560000000e+07,-2.202577361103e+05,-2.479470214212e+05,0.000000000000e+00,6.755202519226e+04,9.836870596923e-01,1.515616614237e+00,1.040901134962e+00,9.951967430721e-01,9.878748585884e-01,9.952498030497e-01,1.751488986982e+05,-1.666335264688e+03,5.115379881313e+04,1.369641336123e+10,4.303604829240e+09,1.406059703840e+10,-4.774653522127e+05
2.257920000000e+07,-2.166928308037e+05,-2.436950464639e+05,0.000000000000e+00,6.625885101805e+04,9.816324210520e-01,1.520601214578e+00,1.041657716120e+00,9.951899395159e-01,9.878759031307e-01,9.952505245549e-01,1.721230306253e+05,-1.750938570619e+03,4.977944327534e+04,1.369630738490e+10,4.303610214179e+09,1.406060833661e+10,-4.693806843254e+05
2.258280000000e+07,-2.101000349209e+05,-2.361914191981e+05,0.000000000000e+00,6.235598243750e+04,9.819881226034e-01,1.520601214578e+00,1.040110570933e+00,9.951817900754e-01,9.878750264791e-01,9.952495832529e-01,1.633985913118e+05,-2.081269136354e+03,4.470821069722e+04,1.369617995209e+10,4.303606475001e+09,1.406059246311e+10,-4.545803719774e+05
2.258640000000e+07,-2.032037234442e+05,-2.282748844535e+05,0.000000000000e+00,5.925758327677e+04,9.841886209470e-01,1.520601214578e+00,1.040198716252e+00,9.951731293343e-01,9.878732283473e-01,9.952477107582e-01,1.579682672821e+05,-2.300468202828e+03,4.444488877614e+04,1.369604422445e+10,4.303598343093e+09,1.406056138384e+10,-4.385281959632e+05
2.259000000000e+07,-1.877254230972e+05,-2.107378376490e+05,0.000000000000e+00,5.126180214604e+04,9.821439078210e-01,1.522985134736e+00,1.042482074379e+00,9.951600717806e-01,9.878656506632e-01,9.952405070138e-01,1.353916271556e+05,-3.228830646100e+03,3.516927245944e+04,1.369583914157e+10,4.303562956941e+09,1.406044380095e+10,-4.015182360395e+05
2.259360000000e+07,-1.687521759312e+05,-1.890554065468e+05,0.000000000000e+00,4.212656233649e+04,9.834596511435e-01,1.525095752685e+00,1.044919845188e+00,9.951411599678e-01,9.878504560273e-01,9.952266200738e-01,1.067888298376e+05,-4.440979161717e+03,1.777304046785e+04,1.369554178374e+10,4.303491680150e+09,1.406021799552e+10,-3.550241267885e+05
2.259720000000e+07,-1.329049421645e+05,-1.474629683279e+05,0.000000000000e+00,2.662862303582e+04,9.889269325000e-01,1.526544873526e+00,1.053660270600e+00,9.951081682113e-01,9.878169987753e-01,9.951966594068e-01,4.432629997987e+04,-6.202886180616e+03,-1.568399883740e+04,1.369502269403e+10,4.303334332965e+09,1.405973133992e+10,-2.685647732483e+05
2.260080000000e+07,-9.144170980509e+04,-9.741243858381e+04,0.000000000000e+00,1.808879199108e+04,9.928894711620e-01,1.529162377210e+00,1.050124120316e+00,9.950784154252e-01,9.877862961097e-01,9.951697346966e-01,3.811969163502e+04,-6.970225860838e+03,-2.042822083637e+04,1.369455476144e+10,4.303190061265e+09,1.405929498845e+10,-1.553311546053e+05
2.260440000000e+07,-4.066970713788e+04,-3.549554760588e+04,0.000000000000e+00,5.686562523352e+03,1.004012135551e+00,1.535662107677e+00,1.065956930139e+00,9.950256464682e-01,9.877255668296e-01,9.951157196356e-01,-6.133139031957e+04,-8.724154353545e+03,-5.906299803017e+04,1.369372433094e+10,4.302904272799e+09,1.405841941282e+10,-5.941792943938e+04
2.260800000000e+07,-4.786908948234e+04,-4.283905552724e+04,0.000000000000e+00,1.539106485178e+04,1.003259255328e+00,1.537143603847e+00,1.065586348775e+00,9.950015719527e-01,9.877000011917e-01,9.950943656182e-01,3.424004818832e+04,-7.439054992220e+03,-2.504827232661e+04,1.369334497415e+10,4.302784094447e+09,1.405807265564e+10,-4.379856524241e+04
2.261160000000e+07,-1.598386450766e+05,-1.550968721349e+05,0.000000000000e+00,1.578199941337e+05,9.891310672595e-01,1.528201215323e+00,1.040199362591e+00,9.951174636520e-01,9.878522354956e-01,9.952236719402e-01,-1.965670939262e+06,-7.832248932263e+05,-2.263277861617e+06,1.369516462997e+10,4.303500325481e+09,1.406016446346e+10,-2.016610683027e+05
2.261520000000e+07,-4.193046605622e+06,-4.199398081097e+06,-1.551686920089e+04,3.661193960726e+06,9.463382867226e-01,1.496756227473e+00,9.819757865016e-01,9.957039104733e-01,9.886572055129e-01,9.958310374751e-01,-9.194614013986e+06,-3.794122648256e+06,-9.819014281959e+06,1.370441142989e+10,4.307291197728e+09,1.407003331991e+10,-7.877008522679e+06
2.261880000000e+07,-2.804784598676e+06,-3.295523145948e+06,0.000000000000e+00,4.632762312884e+05,9.484682879399e-01,1.482946489864e+00,9.823833858677e-01,9.956879422050e-01,9.886556832206e-01,9.958245918693e-01,2.982453176357e+05,2.678304037885e+03,1.468851689658e+05,1.370416394785e+10,4.307284607632e+09,1.406992868311e+10,-6.070953549554e+06
2.262240000000e+07,-1.137815842335e+06,-1.474536417765e+06,0.000000000000e+00,1.712461138694e+05,9.518329612660e-01,1.485709152824e+00,9.869664837460e-01,9.956733938789e-01,9.886545338573e-01,9.958189854590e-01,2.788927109666e+05,1.282960250548e+03,1.323142508212e+05,1.370393786042e+10,4.307279600744e+09,1.406983741660e+10,-2.910573162959e+06
2.262600000000e+07,-5.703318355456e+05,-7.193126918284e+05,0.000000000000e+00,1.352839221662e+05,9.552441670272e-01,1.483248713715e+00,9.877172178781e-01,9.956599673794e-01,9.886536843878e-01,9.958139879690e-01,2.632996762822e+05,1.173359058961e+02,1.221003831870e+05,1.370372863796e+10,4.307275929825e+09,1.406975582116e+10,-1.440856124207e+06
2.262960000000e+07,-4.101657071969e+05,-4.917405028273e+05,0.000000000000e+00,1.253437196350e+05,9.593452429991e-01,1.485339802235e+00,9.914497868989e-01,9.956473841134e-01,9.886529987965e-01,9.958094169788e-01,2.518690580842e+05,-5.844235229030e+02,1.149437380767e+05,1.370353205354e+10,4.307272964473e+09,1.406968093070e+10,-9.753655152088e+05
2.263320000000e+07,-3.595381571777e+05,-4.194905085156e+05,0.000000000000e+00,1.199697406866e+05,9.568112518953e-01,1.485805686591e+00,9.911426266332e-01,9.956353573689e-01,9.886524063134e-01,9.958051104243e-01,2.444210367259e+05,-1.023237497256e+03,1.103546579966e+05,1.370334382153e+10,4.307270400306e+09,1.406961024185e+10,-8.213120563729e+05
2.263680000000e+07,-3.339982574387e+05,-3.838871941393e+05,0.000000000000e+00,1.157365493715e+05,9.575653540487e-01,1.486529394841e+00,9.870401895043e-01,9.956238032949e-01,9.886518822416e-01,9.958010208596e-01,2.383015425458e+05,-1.372018733456e+03,1.066028841118e+05,1.370316270086e+10,4.307268123902e+09,1.406954298210e+10,-7.455797766779e+05
