# Observation File: centralHGUs.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [s]
# -----------------------------------------------------------------------------
# Observation Name: Central Flume Outflow [mol/h]
# Region: Central_Flume_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Incised1 Reach Outflow [mol/h]
# Region: Central_Incised1_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Typical Reach Outflow [mol/h]
# Region: Central_Typ_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Wet Reach Outflow [mol/h]
# Region: Central_Wet_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Incised1 Reach Depth to Water [m]
# Region: Central_Incised1_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Typical Reach Depth to Water [m]
# Region: Central_Typ_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Wet Reach Depth to Water [m] 
# Region: Central_Wet_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Incised1 Reach saturation
# Region: Central_Incised1_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Typical Reach Saturation
# Region: Central_Typ_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Wet Reach Saturation 
# Region: Central_Wet_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Incised1 Reach Exfiltration [mol/h]
# Region: Central_Incised1_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Typical Reach Exfiltration [mol/h]
# Region: Central_Typ_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Wet Reach Exfiltration [mol/h]
# Region: Central_Wet_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Incised1 Reach Water Content [mol]
# Region: Central_Incised1_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Typical Reach Water Content [mol]
# Region: Central_Typ_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: Central Wet Reach Water Content [mol]
# Region: Central_Wet_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: AIMS Watershed Outflow [mol/h]
# Region: AIMS_watershed_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# =============================================================================
"time [s]","Central Flume Outflow [mol/h]","Central Incised1 Reach Outflow [mol/h]","Central Typical Reach Outflow [mol/h]","Central Wet Reach Outflow [mol/h]","Central Incised1 Reach Depth to Water [m]","Central Typical Reach Depth to Water [m]","Central Wet Reach Depth to Water [m] ","Central Incised1 Reach saturation","Central Typical Reach Saturation","Central Wet Reach Saturation ","Central Incised1 Reach Exfiltration [mol/h]","Central Typical Reach Exfiltration [mol/h]","Central Wet Reach Exfiltration [mol/h]","Central Incised1 Reach Water Content [mol]","Central Typical Reach Water Content [mol]","Central Wet Reach Water Content [mol]","AIMS Watershed Outflow [mol/h]"
3.769560000000e+07,-9.681521624042e+05,-1.101248064654e+06,-9.952979627058e+02,5.299561573510e+05,7.339720912936e-01,1.004090632640e+00,6.068847882211e-01,9.975082365887e-01,9.942966932892e-01,9.984754339287e-01,5.408107036091e+05,7.694753643441e+04,4.430541117287e+05,1.373291846530e+10,4.333838990894e+09,1.411312200947e+10,-2.030000092324e+06
3.769920000000e+07,-9.476659365289e+05,-1.077756412695e+06,-9.085732199246e+02,5.198967587743e+05,7.372974471465e-01,1.006671122279e+00,6.032475356281e-01,9.974829883045e-01,9.942774311103e-01,9.984557673059e-01,5.322393428842e+05,7.512306642772e+04,4.354303370807e+05,1.373251874283e+10,4.333748097999e+09,1.411280010958e+10,-1.986189101764e+06
3.770280000000e+07,-9.250106694263e+05,-1.052834651239e+06,-7.732078600055e+02,5.051832949789e+05,7.391188534094e-01,1.007921129251e+00,6.063258606115e-01,9.974576031018e-01,9.942575807591e-01,9.984358609039e-01,5.184878898321e+05,7.225351097973e+04,4.211958542743e+05,1.373211681373e+10,4.333654386790e+09,1.411247415131e+10,-1.938163000705e+06
3.770640000000e+07,-8.842771022874e+05,-1.009781843105e+06,-4.569400650831e+02,4.711629693945e+05,7.444919721215e-01,1.008401961539e+00,6.132069837021e-01,9.974291695683e-01,9.942337771853e-01,9.984129987369e-01,4.858640934534e+05,6.531729622238e+04,3.842822953079e+05,1.373166660112e+10,4.333541902036e+09,1.411209967017e+10,-1.850892002919e+06
3.771000000000e+07,-8.225755656671e+05,-9.444640293299e+05,-2.045601407171e+01,4.222282633846e+05,7.548971519932e-01,1.010233617089e+00,6.179280819009e-01,9.973962288669e-01,9.942042981633e-01,9.983855502120e-01,4.429486921855e+05,5.662145667357e+04,3.394567910388e+05,1.373114512144e+10,4.333402548363e+09,1.411165017414e+10,-1.718556915770e+06
3.771360000000e+07,-7.633986550294e+05,-8.800302093770e+05,0.000000000000e+00,3.864873758270e+05,7.609490423206e-01,1.012372741730e+00,6.223721020000e-01,9.973620426378e-01,9.941728294620e-01,9.983566204875e-01,4.189373030239e+05,5.187352697434e+04,3.162733587336e+05,1.373060395118e+10,4.333253773239e+09,1.411117676601e+10,-1.592784261129e+06
3.771720000000e+07,-7.209909659913e+05,-8.320905779565e+05,0.000000000000e+00,3.697855731831e+05,7.678922957286e-01,1.016925616923e+00,6.367039711297e-01,9.973291686390e-01,9.941423389375e-01,9.983287972111e-01,4.111216106891e+05,5.009506964979e+04,3.099333512529e+05,1.373008345032e+10,4.333109586927e+09,1.411072161895e+10,-1.503895272195e+06
3.772080000000e+07,-6.930444385754e+05,-7.993941650439e+05,0.000000000000e+00,3.612609371244e+05,7.727275804821e-01,1.016925616923e+00,6.391045302175e-01,9.972976373115e-01,9.941129090909e-01,9.983021035057e-01,4.056120445886e+05,4.882184700811e+04,3.059671759637e+05,1.372958407917e+10,4.332970383601e+09,1.411028497374e+10,-1.444760200882e+06
3.772440000000e+07,-6.849995983396e+05,-7.880027252809e+05,0.000000000000e+00,3.671547254181e+05,7.769354453847e-01,1.018025105334e+00,6.488136783305e-01,9.972694669934e-01,9.940869052615e-01,9.982784806108e-01,4.137765781244e+05,5.025948805129e+04,3.172616259357e+05,1.372913773564e+10,4.332847357791e+09,1.410989857378e+10,-1.428020977213e+06
3.772800000000e+07,-6.958014148313e+05,-7.972166312629e+05,0.000000000000e+00,3.843662100856e+05,7.793229261401e-01,1.018025105334e+00,6.513981109708e-01,9.972454016222e-01,9.940652597686e-01,9.982586522120e-01,4.294000415084e+05,5.322224103536e+04,3.368008879140e+05,1.372875617754e+10,4.332744910754e+09,1.410957420954e+10,-1.451909236116e+06
3.773160000000e+07,-7.232688653919e+05,-8.249278517393e+05,0.000000000000e+00,4.105661783608e+05,7.817215989127e-01,1.018025105334e+00,6.520579421405e-01,9.972259007724e-01,9.940485710840e-01,9.982430569076e-01,4.508776927076e+05,5.745069431385e+04,3.632071255735e+05,1.372844669322e+10,4.332665877020e+09,1.410931901065e+10,-1.511685798139e+06
3.773520000000e+07,-7.500991239756e+05,-8.534654509119e+05,0.000000000000e+00,4.272872975200e+05,7.824273967598e-01,1.017357063264e+00,6.525469085601e-01,9.972081804531e-01,9.940337032837e-01,9.982290317032e-01,4.587256534825e+05,5.910327837930e+04,3.736600445787e+05,1.372816534850e+10,4.332595422172e+09,1.410908941924e+10,-1.568626522702e+06
3.773880000000e+07,-7.667186915558e+05,-8.722656530832e+05,-8.293923848309e+00,4.319494526798e+05,7.844121468205e-01,1.010518128764e+00,6.535822183471e-01,9.971907676757e-01,9.940189554178e-01,9.982151697598e-01,4.572713827482e+05,5.887812723517e+04,3.731306299590e+05,1.372788893589e+10,4.332525518933e+09,1.410886246002e+10,-1.603162329291e+06
3.774240000000e+07,-7.745198343148e+05,-8.818777420469e+05,-9.304356420939e+00,4.321301447127e+05,7.873970513602e-01,1.013709313462e+00,6.591725549427e-01,9.971736691419e-01,9.940043612754e-01,9.982015232651e-01,4.552892058822e+05,5.854028480279e+04,3.718881384389e+05,1.372761752500e+10,4.332456323213e+09,1.410863905216e+10,-1.620112608119e+06
3.774600000000e+07,-7.764109645537e+05,-8.848442998349e+05,0.000000000000e+00,4.307605097246e+05,7.873970513602e-01,1.034024797582e+00,6.646326815335e-01,9.971568939002e-01,9.939899311447e-01,9.981880931634e-01,4.530652702053e+05,5.814629272135e+04,3.703040601891e+05,1.372735126636e+10,4.332387888898e+09,1.410841917595e+10,-1.625501789115e+06
3.774960000000e+07,-7.750392898333e+05,-8.838553578934e+05,0.000000000000e+00,4.288560724242e+05,7.886480581059e-01,1.034480452087e+00,6.667812540053e-01,9.971404445753e-01,9.939756557819e-01,9.981748837267e-01,4.507211431564e+05,5.775653690405e+04,3.685705921267e+05,1.372709019615e+10,4.332320176163e+09,1.410820291884e+10,-1.624064160796e+06
3.775320000000e+07,-7.720988260874e+05,-8.808335120745e+05,0.000000000000e+00,4.267736741013e+05,7.898709391873e-01,1.035148494157e+00,6.669957698218e-01,9.971243194973e-01,9.939615400075e-01,9.981618945485e-01,4.483243519078e+05,5.736181193809e+04,3.667849728547e+05,1.372683428339e+10,4.332253206868e+09,1.410799027376e+10,-1.618971286491e+06
3.775680000000e+07,-7.684736636499e+05,-8.768759185179e+05,0.000000000000e+00,4.246202689894e+05,7.901723144798e-01,1.035148494157e+00,6.671919509038e-01,9.971085143559e-01,9.939475875362e-01,9.981491237023e-01,4.459151966822e+05,5.696327173038e+04,3.649730180727e+05,1.372658345666e+10,4.332186999284e+09,1.410778120937e+10,-1.612092871375e+06
3.776040000000e+07,-7.645743701018e+05,-8.725282201388e+05,0.000000000000e+00,4.224469094756e+05,7.922634507608e-01,1.036223429261e+00,6.675941252107e-01,9.970930236656e-01,9.939337996121e-01,9.981365680165e-01,4.435172687426e+05,5.656442490036e+04,3.631606516096e+05,1.372633762667e+10,4.332121561116e+09,1.410757567478e+10,-1.604430311166e+06
3.776400000000e+07,-7.605852213021e+05,-8.680431050228e+05,0.000000000000e+00,4.202809877349e+05,7.942429152158e-01,1.036223429261e+00,6.718300341892e-01,9.970778403864e-01,9.939201720568e-01,9.981242227915e-01,4.411462061544e+05,5.616787652753e+04,3.613650496910e+05,1.372609668010e+10,4.332056873570e+09,1.410737359444e+10,-1.596460656547e+06
3.776760000000e+07,-7.565892214891e+05,-8.635356474857e+05,0.000000000000e+00,4.181388709786e+05,7.952564910938e-01,1.036223429261e+00,6.759721332136e-01,9.970629570582e-01,9.939067027506e-01,9.981120831609e-01,4.388095460888e+05,5.577603538915e+04,3.595973078630e+05,1.372586049745e+10,4.331992928257e+09,1.410717488931e+10,-1.588413760842e+06
3.777120000000e+07,-7.526298334043e+05,-8.590631787537e+05,0.000000000000e+00,4.160343887654e+05,7.966083780563e-01,1.036223429261e+00,6.777712387844e-01,9.970483656381e-01,9.938933906076e-01,9.981001442889e-01,4.365162480294e+05,5.539043847547e+04,3.578687272658e+05,1.372562895127e+10,4.331929721344e+09,1.410697947983e+10,-1.580417395828e+06
3.777480000000e+07,-7.487517168671e+05,-8.546714996236e+05,0.000000000000e+00,4.139918236199e+05,7.975734352089e-01,1.037015708260e+00,6.787535415034e-01,9.970340569177e-01,9.938802345487e-01,9.980884107751e-01,4.342880332484e+05,5.501209002608e+04,3.562075976657e+05,1.372540189529e+10,4.331867248745e+09,1.410678745713e+10,-1.572537293455e+06
3.777840000000e+07,-7.449817075207e+05,-8.503930689143e+05,0.000000000000e+00,4.120016689377e+05,7.975734352089e-01,1.037015708260e+00,6.794199875271e-01,9.970200213195e-01,9.938672328230e-01,9.980768771112e-01,4.321345304799e+05,5.464195327466e+04,3.545865406809e+05,1.372517917679e+10,4.331805502963e+09,1.410659871642e+10,-1.564819247709e+06
3.778200000000e+07,-7.412891975137e+05,-8.462146706627e+05,0.000000000000e+00,4.100420902312e+05,7.975734352089e-01,1.037015708260e+00,6.819118074976e-01,9.970062511161e-01,9.938543844650e-01,9.980655279443e-01,4.300278702434e+05,5.428057862975e+04,3.529801639225e+05,1.372496067322e+10,4.331744480392e+09,1.410641298827e+10,-1.557272669032e+06
3.778560000000e+07,-7.376730443727e+05,-8.421256369776e+05,0.000000000000e+00,4.081347034480e+05,7.980221656693e-01,1.037015708260e+00,6.819118074976e-01,9.969927390817e-01,9.938417190599e-01,9.980543886218e-01,4.279628860801e+05,5.395761848109e+04,3.514162249731e+05,1.372474626987e+10,4.331684339487e+09,1.410623075055e+10,-1.549892451058e+06
3.778920000000e+07,-9.808179193241e+05,-1.072239885476e+06,-3.547456450591e+03,7.877752722079e+05,7.873177583497e-01,1.030187145383e+00,6.657867870843e-01,9.970587495107e-01,9.939188069233e-01,9.981151050594e-01,-8.280547004529e+05,-3.702417451240e+05,-8.215639083065e+05,1.372578595581e+10,4.332048292178e+09,1.410722217606e+10,-2.115626607538e+06
3.779280000000e+07,-1.179733670834e+06,-1.300124322837e+06,-5.164344554895e+02,7.064498556134e+05,7.924502416096e-01,1.032391232291e+00,6.700368388955e-01,9.970427903128e-01,9.939045695422e-01,9.981022509126e-01,4.624944896468e+05,6.147505844690e+04,3.804004146114e+05,1.372553401250e+10,4.331980769703e+09,1.410701175059e+10,-2.505609492282e+06
3.779640000000e+07,-1.009993148794e+06,-1.150679124030e+06,-1.312281733524e+02,4.771523335281e+05,7.943370621826e-01,1.039812683034e+00,6.727673158371e-01,9.970278370403e-01,9.938908188542e-01,9.980899574737e-01,4.486867390833e+05,5.930091159317e+04,3.701180402337e+05,1.372529781749e+10,4.331915593872e+09,1.410681087692e+10,-2.087425008391e+06
3.780000000000e+07,-8.860699650776e+05,-1.022438568128e+06,0.000000000000e+00,4.370727070799e+05,7.952737448053e-01,1.041050484210e+00,6.757550555667e-01,9.970132139409e-01,9.938771739585e-01,9.980778092509e-01,4.407711280702e+05,5.763148050281e+04,3.633282926617e+05,1.372506664638e+10,4.331850905175e+09,1.410661236471e+10,-1.867639480598e+06
3.780360000000e+07,-8.134872890048e+05,-9.383051827357e+05,0.000000000000e+00,4.247297734121e+05,7.960434691742e-01,1.043062363760e+00,6.783744613967e-01,9.969993285167e-01,9.938641572165e-01,9.980662430780e-01,4.378079818126e+05,5.700400056841e+04,3.615697321050e+05,1.372484698994e+10,4.331789176505e+09,1.410642336958e+10,-1.728637075052e+06
3.780720000000e+07,-7.758364637107e+05,-8.911021211076e+05,0.000000000000e+00,4.188487896579e+05,7.964616602311e-01,1.043062363760e+00,6.794004634973e-01,9.969858079134e-01,9.938513737201e-01,9.980549220321e-01,4.339215982336e+05,5.622424224593e+04,3.584821043868e+05,1.372463299227e+10,4.331728536822e+09,1.410623835817e+10,-1.646573128839e+06
3.781080000000e+07,-1.542926264171e+06,-1.627245782290e+06,-8.028365387908e+03,1.437674250320e+06,7.758832165572e-01,1.030570686027e+00,6.523461460491e-01,9.971268595534e-01,9.940153232170e-01,9.981823216337e-01,-2.016568957808e+06,-7.797768786744e+05,-1.905944156349e+06,1.372685887574e+10,4.332503211149e+09,1.410832064421e+10,-3.488477433636e+06
3.781440000000e+07,-1.842806949190e+06,-1.981404566453e+06,-5.088196577604e+03,1.191145738861e+06,7.677987224667e-01,1.022309562151e+00,6.427436682877e-01,9.971851856855e-01,9.940873011120e-01,9.982361579523e-01,-7.146438185188e+05,-3.448994752179e+05,-7.045236489379e+05,1.372778121720e+10,4.332843365108e+09,1.410920079716e+10,-4.009374663844e+06
3.781800000000e+07,-2.828923849147e+06,-3.009912260007e+06,-1.068433198207e+04,2.200337364370e+06,7.485153980345e-01,1.006835075261e+00,6.207739243472e-01,9.973115136841e-01,9.942416466564e-01,9.983512402905e-01,-1.807633997723e+06,-7.353700789468e+05,-1.711889922455e+06,1.372978175065e+10,4.333573517778e+09,1.411108473838e+10,-6.503605662608e+06
3.782160000000e+07,-3.135971025744e+06,-3.423303489111e+06,-6.596122977385e+03,1.857731144071e+06,7.514301922713e-01,1.005746522095e+00,6.224484525192e-01,9.973598449742e-01,9.943065538388e-01,9.983962401980e-01,-5.752769069685e+05,-3.103398633606e+05,-5.759538045160e+05,1.373054837491e+10,4.333880643688e+09,1.411182067855e+10,-7.084912372276e+06
3.782520000000e+07,-2.070085636984e+06,-2.400521993393e+06,-1.446201095090e+03,7.956377773001e+05,7.568516452727e-01,1.007862471804e+00,6.302343951425e-01,9.973375243471e-01,9.942872300972e-01,9.983778663934e-01,5.499192513498e+05,8.836285037224e+04,4.583393510616e+05,1.373019752312e+10,4.333789567618e+09,1.411152052337e+10,-4.602174329055e+06
3.782880000000e+07,-1.386681570791e+06,-1.644704767400e+06,-1.115773689198e+03,5.771843482801e+05,7.613979707873e-01,1.010996868854e+00,6.337489540805e-01,9.973167387872e-01,9.942692435338e-01,9.983605766338e-01,5.282027381553e+05,8.186191246693e+04,4.404488953697e+05,1.372987042719e+10,4.333704777774e+09,1.411123853387e+10,-3.088454155917e+06
3.783240000000e+07,-1.075277495811e+06,-1.260531418290e+06,-9.291859108055e+02,5.266486526426e+05,7.663464211362e-01,1.005064859795e+00,6.369220774986e-01,9.972969787283e-01,9.942520750728e-01,9.983440722884e-01,5.139311013904e+05,7.773937347737e+04,4.285060499723e+05,1.372955906950e+10,4.333623779363e+09,1.411096931575e+10,-2.337452791928e+06
3.783600000000e+07,-9.532948334949e+05,-1.098474935798e+06,-7.944057637685e+02,5.078644315428e+05,7.699708943604e-01,9.999003961620e-01,6.339346184549e-01,9.972780046130e-01,9.942354658953e-01,9.983281569909e-01,5.032927500292e+05,7.502042998701e+04,4.199064168717e+05,1.372925975912e+10,4.333545330743e+09,1.411070963454e+10,-2.029624179424e+06
3.783960000000e+07,-8.987207682907e+05,-1.025738921663e+06,-6.677256443016e+02,4.941178340961e+05,7.733443970640e-01,1.001468602219e+00,6.297620599501e-01,9.972598092431e-01,9.942193632384e-01,9.983126098202e-01,4.932647162916e+05,7.247038186149e+04,4.153021376416e+05,1.372897240946e+10,4.333469199994e+09,1.411045595999e+10,-1.888530048935e+06
3.784320000000e+07,-8.766613900976e+05,-9.981182052009e+05,-5.852833176099e+02,4.857032620879e+05,7.750457353190e-01,1.001973974806e+00,6.338670507863e-01,9.972421426447e-01,9.942036174482e-01,9.982975023214e-01,4.867601962929e+05,7.081844496536e+04,4.095465546405e+05,1.372869321684e+10,4.333394715642e+09,1.411020938238e+10,-1.835051965363e+06
3.784680000000e+07,-8.609368120927e+05,-9.794526484083e+05,-5.133872013170e+02,4.785464551724e+05,7.772054066056e-01,1.002384922572e+00,6.371391213674e-01,9.972249538558e-01,9.941881806843e-01,9.982827931454e-01,4.811076046626e+05,6.942582777695e+04,4.044980304792e+05,1.372842141769e+10,4.333321660136e+09,1.410996924509e+10,-1.799587573357e+06
3.785040000000e+07,-8.483902748421e+05,-9.650591989424e+05,-4.495263025279e+02,4.722913468014e+05,7.790278140059e-01,1.004210124043e+00,6.392026123051e-01,9.972082017897e-01,9.941730258704e-01,9.982684494850e-01,4.761221883497e+05,6.819785007329e+04,3.999973165818e+05,1.372815639710e+10,4.333249908849e+09,1.410973502688e+10,-1.772668449008e+06
3.785400000000e+07,-8.377222261176e+05,-9.530345723740e+05,-3.920415214184e+02,4.667406719578e+05,7.813819757158e-01,1.004792640286e+00,6.434467257040e-01,9.971918547162e-01,9.941581490045e-01,9.982544450674e-01,4.716530219304e+05,6.700925342386e+04,3.959346073913e+05,1.372789768019e+10,4.333179446472e+09,1.410950630789e+10,-1.750388828826e+06
3.785760000000e+07,-8.283367866697e+05,-9.425436142243e+05,-3.404615941896e+02,4.617579663688e+05,7.828456539190e-01,1.006204460077e+00,6.442358996442e-01,9.971758864711e-01,9.941435384321e-01,9.982407583245e-01,4.675910347335e+05,6.589246992754e+04,3.922235999874e+05,1.372764487345e+10,4.333110220295e+09,1.410928274233e+10,-1.731044162936e+06
3.786120000000e+07,-8.199427951224e+05,-9.331880178411e+05,-2.931427934120e+02,4.572401116172e+05,7.838270761948e-01,1.007303948488e+00,6.450412960759e-01,9.971602735324e-01,9.941291578035e-01,9.982273715375e-01,4.638913258098e+05,6.497654961732e+04,3.887926936095e+05,1.372739762096e+10,4.333042059374e+09,1.410906404554e+10,-1.713804929128e+06
3.786480000000e+07,-8.123302213004e+05,-9.247179880313e+05,-2.495868731887e+02,4.531307393387e+05,7.860416247125e-01,1.008318507753e+00,6.500294405532e-01,9.971450002893e-01,9.941149826245e-01,9.982142665920e-01,4.604610834461e+05,6.419997723492e+04,3.856403451638e+05,1.372715569169e+10,4.332974852388e+09,1.410884992561e+10,-1.698193732710e+06
3.786840000000e+07,-8.053501986985e+05,-9.169589999005e+05,-2.089928801082e+02,4.493531922778e+05,7.866675394451e-01,1.011509692451e+00,6.508924303712e-01,9.971300491378e-01,9.941010033918e-01,9.982014276245e-01,4.572486202979e+05,6.348147527404e+04,3.827142904704e+05,1.372691881219e+10,4.332908557895e+09,1.410864012975e+10,-1.683884357402e+06
3.787200000000e+07,-7.988957203952e+05,-9.097867676960e+05,-1.709098694645e+02,4.458426923463e+05,7.887710760320e-01,1.011509692451e+00,6.529213425239e-01,9.971154036473e-01,9.940872124684e-01,9.981888422955e-01,4.542263923478e+05,6.282911821827e+04,3.799665581890e+05,1.372668673005e+10,4.332843142176e+09,1.410843445934e+10,-1.670665560425e+06
3.787560000000e+07,-7.925120579845e+05,-9.027268772565e+05,-1.315333599685e+02,4.421387505497e+05,7.890012914921e-01,1.024222044111e+00,6.599174700791e-01,9.971009859959e-01,9.940735233923e-01,9.981764360563e-01,4.509089642992e+05,6.214043926451e+04,3.768550909403e+05,1.372645822586e+10,4.332778197066e+09,1.410823169771e+10,-1.657543080433e+06
3.787920000000e+07,-7.869304847419e+05,-8.965056838440e+05,-1.006245430755e+02,4.393014301841e+05,7.890012914921e-01,1.025546983799e+00,6.623725215432e-01,9.970869169570e-01,9.940600844302e-01,9.981643255878e-01,4.486035616466e+05,6.165904011835e+04,3.749037028390e+05,1.372623521202e+10,4.332714425119e+09,1.410803376206e+10,-1.646190758875e+06
3.788280000000e+07,-7.816322035254e+05,-8.906096941919e+05,-6.818709633851e+01,4.364241949175e+05,7.902587276148e-01,1.025546983799e+00,6.643648935617e-01,9.970731119271e-01,9.940468013838e-01,9.981524276326e-01,4.459337052953e+05,6.111748580036e+04,3.725354931965e+05,1.372601635540e+10,4.332651380697e+09,1.410783928372e+10,-1.635402493168e+06
3.788640000000e+07,-7.766691023791e+05,-8.850857452167e+05,-3.779584350404e+01,4.337366736874e+05,7.918997997531e-01,1.033150116259e+00,6.657527120691e-01,9.970595745159e-01,9.940336824195e-01,9.981407495325e-01,4.435069739899e+05,6.063348067115e+04,3.704204615287e+05,1.372580171724e+10,4.332589103932e+09,1.410764838900e+10,-1.625306013363e+06
3.789000000000e+07,-7.705641365446e+05,-8.784160019893e+05,0.000000000000e+00,4.295979069631e+05,7.960098092113e-01,1.033150116259e+00,6.672098028634e-01,9.970460351984e-01,9.940204162745e-01,9.981290283285e-01,4.394026762895e+05,5.983955206425e+04,3.663899263614e+05,1.372558704326e+10,4.332526121757e+09,1.410745676982e+10,-1.612610113220e+06
3.789360000000e+07,-7.651099647757e+05,-8.723746083672e+05,0.000000000000e+00,4.267059710393e+05,7.968656076278e-01,1.033150116259e+00,6.684108115370e-01,9.970327854945e-01,9.940073451405e-01,9.981175481216e-01,4.372257088932e+05,5.943787631015e+04,3.645174678058e+05,1.372537694151e+10,4.332464057934e+09,1.410726909287e+10,-1.601440353902e+06
3.789720000000e+07,-7.611100620601e+05,-8.678184000699e+05,0.000000000000e+00,4.252385281478e+05,7.970051869586e-01,1.033631406201e+00,6.724837113261e-01,9.970199592999e-01,9.939946357021e-01,9.981064402615e-01,4.361590929507e+05,5.924387900373e+04,3.638887094884e+05,1.372517352470e+10,4.332403700461e+09,1.410708750220e+10,-1.593478361137e+06
3.790080000000e+07,-7.575998692958e+05,-8.638342262492e+05,0.000000000000e+00,4.235412964821e+05,7.975734352089e-01,1.035161995809e+00,6.756761771324e-01,9.970073878876e-01,9.939821046222e-01,9.980955469295e-01,4.344178304897e+05,5.891773616142e+04,3.623795565311e+05,1.372497413144e+10,4.332344180944e+09,1.410690940940e+10,-1.586417304989e+06
3.790440000000e+07,-7.541165809732e+05,-8.599335133223e+05,0.000000000000e+00,4.215424069301e+05,7.975734352089e-01,1.035555387191e+00,6.780967421966e-01,9.969950329397e-01,9.939697085734e-01,9.980848272558e-01,4.324165190858e+05,5.855500307221e+04,3.606218061803e+05,1.372477816041e+10,4.332285296281e+09,1.410673414854e+10,-1.579353336939e+06
3.790800000000e+07,-7.505867990601e+05,-8.560159419259e+05,0.000000000000e+00,4.194883562455e+05,7.996814547364e-01,1.035555387191e+00,6.780967421966e-01,9.969828886562e-01,9.939574448881e-01,9.980742765805e-01,4.304630180352e+05,5.820508811551e+04,3.589103790802e+05,1.372458552192e+10,4.332227035174e+09,1.410656164653e+10,-1.572244346885e+06
3.791160000000e+07,-7.470401965665e+05,-8.520862155793e+05,0.000000000000e+00,4.174640355335e+05,8.001720352447e-01,1.035555387191e+00,6.790917265336e-01,9.969709488256e-01,9.939453115134e-01,9.980638902276e-01,4.285621556247e+05,5.786496738510e+04,3.572487466246e+05,1.372439612024e+10,4.332169388458e+09,1.410639182747e+10,-1.565146088903e+06
3.791520000000e+07,-7.435360721758e+05,-8.481939158303e+05,0.000000000000e+00,4.155045590811e+05,8.003785039816e-01,1.035555387191e+00,6.805083113573e-01,9.969592073210e-01,9.939333062183e-01,9.980536627869e-01,4.267174850461e+05,5.753456940911e+04,3.556523458907e+05,1.372420985876e+10,4.332112346120e+09,1.410622460382e+10,-1.558132276302e+06
3.791880000000e+07,-7.401074713050e+05,-8.443763671976e+05,0.000000000000e+00,4.136021741629e+05,8.004869025751e-01,1.036347666190e+00,6.811952726325e-01,9.969476584613e-01,9.939214267033e-01,9.980435896780e-01,4.249221365222e+05,5.721353602253e+04,3.541005885905e+05,1.372402664854e+10,4.332055897773e+09,1.410605990283e+10,-1.551264929751e+06
3.792240000000e+07,-7.367641483822e+05,-8.406489026244e+05,0.000000000000e+00,4.117527801234e+05,8.009062808531e-01,1.036347666190e+00,6.811952726325e-01,9.969362969411e-01,9.939096704449e-01,9.980336666620e-01,4.231698330265e+05,5.690189047712e+04,3.525909318857e+05,1.372384640659e+10,4.332000031988e+09,1.410589765524e+10,-1.544572989367e+06
3.792600000000e+07,-7.335080273173e+05,-8.370157606412e+05,0.000000000000e+00,4.099574021037e+05,8.011282197176e-01,1.036347666190e+00,6.830478668916e-01,9.969251176770e-01,9.938980354107e-01,9.980238892690e-01,4.214589737312e+05,5.659845332701e+04,3.511271799231e+05,1.372366905311e+10,4.331944739506e+09,1.410573778800e+10,-1.538066902329e+06
